rho_bar_nom,Acc_S1,Acc_S2,Acc_S3,Acc_S4,Acc_S5,Acc_S6,Delta_adapt,Delta_SAM,ratio
2.216522537300452,0.8876,0.8865,0.8904,0.2168,0.1373,0.2399,0.0039000000000000146,0.1026,26.307692307692207
