run_id,seed,epoch,train_loss,val_loss,hs_pos_raw,hs_margin_raw
BDIAG,2,1,0.8056837516978935,0.4698332667350769,0.0,-853240774219.2228
BDIAG,2,2,0.437784928533766,0.37914107195536295,0.0,-868482669650.5023
BDIAG,2,3,0.38958079310699745,0.3628133596579234,0.0,-935494541273.1754
BDIAG,2,4,0.37566641743977863,0.3684744874636332,0.0,-970301372600.4171
BDIAG,2,5,0.3663831188502135,0.3524935613473256,0.0,-988420771898.2369
BDIAG,2,6,0.3818329392362524,0.4577253829638163,0.0,-999999995904.0
BDIAG,2,7,0.36846850274227283,0.42205026253064476,0.0,-999999995904.0
BDIAG,2,8,0.3713412977412895,0.4021466478506724,0.0,-999999995904.0
BDIAG,2,9,0.3612141855116244,0.37205716848373416,0.0,-999999995904.0
BDIAG,2,10,0.36242549887409914,0.3677967756589254,0.0,-999999995904.0
BDIAG,2,11,0.35796027262564056,0.3347038230895996,0.0,-999999995904.0
BDIAG,2,12,0.3540092201586123,0.37508433556556703,0.0,-999999995904.0
BDIAG,2,13,0.3506393409746665,0.40666635235150655,0.0,-999999995904.0
BDIAG,2,14,0.3551973617871602,0.3420263775984446,0.0,-999999995904.0
BDIAG,2,15,0.3547991222275628,0.36560823559761046,0.0,-999999995904.0
BDIAG,2,16,0.3524366925469151,0.39431626454989116,0.0,-999999995904.0
BDIAG,2,17,0.35231164648797775,0.3513386696179708,0.0,-999999995904.0
BDIAG,2,18,0.34853591223116276,0.43299200558662415,0.0,-999999995904.0
BDIAG,2,19,0.35380516404575774,0.3584916687011719,0.0,-999999995904.0
BDIAG,2,20,0.3526683351198832,0.34954445576667786,0.0,-999999995904.0
BDIAG,2,21,0.35129149986196445,0.3717719915707906,0.0,-999999995904.0
BDIAG,2,22,0.3479275558348055,0.35545907441775004,0.0,-999999995904.0
BDIAG,2,23,0.34445452349274247,0.3483003945350647,0.0,-999999995904.0
BDIAG,2,24,0.3423072096065239,0.3811683452129364,0.0,-999999995904.0
BDIAG,2,25,0.34787197941320913,0.34729814489682515,0.0,-999999995904.0
BDIAG,2,26,0.3368777798016866,0.36485000332196554,0.0,-999999995904.0
BDIAG,2,27,0.33771207273447956,0.4074432818889618,0.0,-999999995904.0
BDIAG,2,28,0.3399495229985979,0.34037124101320904,0.0,-999999995904.0
BDIAG,2,29,0.33767363825550784,0.38533706816037494,0.0,-999999995904.0
BDIAG,2,30,0.33138663812036867,0.3786587284406026,0.0,-999999995904.0
BDIAG,2,31,0.3353017647531297,0.3389399947325389,0.0,-999999995904.0
BDIAG,2,32,0.3345060534830447,0.3191078872680664,0.0,-999999995904.0
BDIAG,2,33,0.33253420246088944,0.346182634194692,0.0,-999999995904.0
BDIAG,2,34,0.3318406048880683,0.3702379322052002,0.0,-999999995904.0
BDIAG,2,35,0.32906819383303326,0.3407255565325419,0.0,-999999995904.0
BDIAG,2,36,0.3299826576003322,0.37285410284996034,0.0,-999999995904.0
BDIAG,2,37,0.3257101649001793,0.36003426106770836,0.0,-999999995904.0
BDIAG,2,38,0.32623355676509713,0.3270974507331848,0.0,-999999995904.0
BDIAG,2,39,0.32271592927862097,0.342139928261439,0.0,-999999995904.0
BDIAG,2,40,0.3234942584037781,0.3580598621368408,0.0,-999999995904.0
BDIAG,2,41,0.3228252158164978,0.31266826272010806,0.0,-999999995904.0
BDIAG,2,42,0.31656484626399145,0.3554706787268321,0.0,-999999995904.0
BDIAG,2,43,0.3215281763518298,0.3121007249355316,0.0,-999999995904.0
BDIAG,2,44,0.3110550750096639,0.3418688272635142,0.0,-999999995904.0
BDIAG,2,45,0.3099766779917258,0.3211860656738281,0.0,-999999995904.0
BDIAG,2,46,0.3028000957259425,0.3214996303717295,0.0,-999999995904.0
BDIAG,2,47,0.30796982267167833,0.3190702229340871,0.0,-999999995904.0
BDIAG,2,48,0.3016168922230049,0.3351901705265045,0.0,-999999995904.0
BDIAG,2,49,0.304510870858475,0.3698321821689606,0.0,-999999995904.0
BDIAG,2,50,0.30371217021235714,0.32357340359687803,0.0,-999999995904.0
BDIAG,2,51,0.2962881151040395,0.3309556212425232,0.0,-999999995904.0
BDIAG,2,52,0.29322322364206665,0.3221069846947988,0.0,-999999995904.0
BDIAG,2,53,0.29187891802081356,0.31278451426823933,0.0,-999999995904.0
BDIAG,2,54,0.28865544727996545,0.3267597053448359,0.0,-999999995904.0
BDIAG,2,55,0.28692111370298595,0.29429592768351237,0.0,-999999995904.0
BDIAG,2,56,0.28152096864912246,0.30124162073930105,0.0,-999999995904.0
BDIAG,2,57,0.2802286507818434,0.30596704697608945,0.0,-999999995904.0
BDIAG,2,58,0.27969362817870247,0.29985163124402364,0.0,-999999995904.0
BDIAG,2,59,0.27222854825302406,0.31693930355707806,0.0,-999999995904.0
BDIAG,2,60,0.27202533151485303,0.30633175269762675,0.0,-999999995904.0
BDIAG,2,61,0.27074149152967664,0.2999034383296967,0.0,-999999995904.0
BDIAG,2,62,0.2621894164085388,0.30199598224957785,0.0,-999999995904.0
BDIAG,2,63,0.26209659222320275,0.28524248882134756,0.0,-999999995904.0
BDIAG,2,64,0.26126215362990346,0.28337172079086304,0.0,-999999995904.0
BDIAG,2,65,0.25234634290801156,0.2917789531548818,0.0,-999999995904.0
BDIAG,2,66,0.24974073138943426,0.29005029559135437,0.0,-999999995904.0
BDIAG,2,67,0.24655695399090097,0.2829618218739827,0.0,-999999995904.0
BDIAG,2,68,0.24552630997587133,0.27564069374402367,0.0,-999999995904.0
BDIAG,2,69,0.24295729147946393,0.2840577011903127,0.0,-999999995904.0
BDIAG,2,70,0.2345360422487612,0.2815722758769989,0.0,-999999995904.0
