run_id,seed,epoch,train_loss,val_loss
S4,0,1,2.3026407438207555,2.3027186571756997
S4,0,2,2.3025773172025326,2.3027888895670574
S4,0,3,2.302677330440945,2.3031581350962322
S4,0,4,2.3027580142550996,2.3027363262176515
S4,0,5,2.3027548293360955,2.3029085985819497
S4,0,6,2.30278374615422,2.3026960620880126
S4,0,7,2.3027368365393746,2.3028636474609376
S4,0,8,2.3026559135295726,2.3025095125834145
S4,0,9,2.3026508973439532,2.3029091936747235
S4,0,10,2.3025109053011295,2.3032286179860435
S4,0,11,2.302590072207981,2.302483013153076
S4,0,12,2.3025403722833704,2.3020509141286216
S4,0,13,2.302393479523835,2.3035152702331545
S4,0,14,2.302390060212877,2.30270040957133
S4,0,15,2.3023824874736643,2.302343252182007
S4,0,16,2.3023818796652336,2.302983929316203
S4,0,17,2.302318435598303,2.3021606667836507
S4,0,18,2.3022764766127977,2.302362308502197
S4,0,19,2.3021887260013156,2.302091776529948
S4,0,20,2.302151313852381,2.3022559553782145
S4,0,21,2.3021159051965783,2.3019243386586505
S4,0,22,2.3020513514765986,2.302094778696696
S4,0,23,2.301949999420731,2.301681006749471
S4,0,24,2.301859901781435,2.3018604571024577
S4,0,25,2.30178558921814,2.3019732837677003
S4,0,26,2.3016586253554734,2.3015378030141194
S4,0,27,2.3017046772285745,2.3017661507924396
S4,0,28,2.3016284197348136,2.3020841007232664
S4,0,29,2.301597396356088,2.301718079249064
S4,0,30,2.3015705427240443,2.3017996832529706
S4,0,31,2.3015257436964247,2.301362923940023
S4,0,32,2.301503532268383,2.301631165822347
S4,0,33,2.3014084490316886,2.3015284258524575
S4,0,34,2.3012789928294994,2.301483947118123
S4,0,35,2.3012014952059143,2.301357645670573
S4,0,36,2.301125448650784,2.3012017866770424
S4,0,37,2.301067669974433,2.3012035833994546
S4,0,38,2.3009957377115886,2.3012120780944825
S4,0,39,2.300923518428096,2.3010435384114585
S4,0,40,2.30087681028578,2.301028035481771
S4,0,41,2.300810647611265,2.300942543665568
S4,0,42,2.300772558918706,2.3009395179748533
S4,0,43,2.300739959858082,2.3009185854593914
S4,0,44,2.300720577593203,2.300903647104899
S4,0,45,2.3007065157007287,2.3008790855407715
S4,0,46,2.300696299870809,2.3008985595703124
S4,0,47,2.300686179408321,2.300887310028076
S4,0,48,2.300681584746749,2.300879824956258
S4,0,49,2.3006761793207238,2.3008785813649495
S4,0,50,2.3006743657853868,2.3008779182434083
