run_id,seed,epoch,train_loss,val_loss,hs_pos_raw,hs_margin_raw,hs_pos_raw_cf,hs_margin_raw_cf,lphi_real,lphi_cf,lphi_bound_real,vartheta,vartheta_cf
S2,0,1,2.30090213337651,2.293590788523356,1.0,50302.30383699688,0.0,-1646.9851617362788,404001385338.9935,13227299459.605238,150933664.92213768,0.2142892840639993,0.08143107295036317
S2,0,2,2.248391419587312,2.1006889508565267,1.0,18423.343084436943,0.0,-603.0539611609638,82287689951.13008,2693722129.3360505,55468938.52864518,0.2134173968749817,0.08109423319027889
S2,0,3,1.2141064451888754,0.8617014519373576,1.0,1274.7347339186715,0.0,-41.513967954854486,304408114.7662877,9911988.93038032,3873010.643778518,0.2127225021441873,0.08075926005840302
S2,0,4,0.7799710713492499,0.7044325483640035,1.0,1548.88854916706,0.0,-49.61470312423439,487232403.9871265,15599610.10117142,4823294.898465252,0.21301942245082034,0.08042522459798515
S2,0,5,0.6675511855549282,0.6093168473243713,1.0,1929.5656597719487,0.0,-60.95949257373932,717597172.1076932,22669483.837986007,6130937.857113901,0.2130977066054683,0.08009303212165833
S2,0,6,0.5877135192729809,0.5481207267443339,1.0,2914.611805285977,0.0,-91.45882605863241,1693365853.9717731,53118235.686550066,9369896.517669512,0.21266161221705948,0.07976189291025225
S2,0,7,0.539485597204279,0.5213308136463165,1.0,2473.113830428024,0.0,-77.19990947708868,1202134872.979604,37524683.24965507,8027809.55170087,0.21210969024039347,0.07943235466265566
S2,0,8,0.5011361933990761,0.48115209968884787,1.0,2634.1317798490936,0.0,-81.76026828449287,1325753979.3554862,41139582.43806615,8635899.334634878,0.2115420037322447,0.07910418510437012
S2,0,9,0.4719063847506488,0.46546909761428834,1.0,2590.9637034743373,0.0,-80.06885581657468,1261921006.236064,38995229.15693152,8563140.620392978,0.2109060594151667,0.07877725059104757
S2,0,10,0.448250023038299,0.45186097900072736,1.0,2612.8475566796787,0.0,-80.47361310638135,1272780710.2098792,39198752.30229634,8702666.886012008,0.21023385780076123,0.07845199406147003
S2,0,11,0.4290652155699553,0.426799130598704,1.0,2519.392179964238,0.0,-77.31422657178344,1214988791.6519523,37277452.27037859,8454522.542540787,0.20954595723743685,0.0781276979576355
S2,0,12,0.4123335345232928,0.4130817401409149,1.0,2519.3995380415668,0.0,-77.03917300979619,1200634736.9153066,36704836.75985142,8521728.039566398,0.20888883719214577,0.07780525088310242
S2,0,13,0.39610734974013434,0.39684242868423464,1.0,2603.7330064033667,0.0,-79.38128276819442,1288671069.5337465,39286908.28664944,8871251.012962382,0.2082099903144,0.07748364320298508
S2,0,14,0.3834360354564808,0.3923003375530243,1.0,2747.680246811474,0.0,-83.48204590756323,1426475602.1849415,43333504.633210346,9433611.477095688,0.2075368275345129,0.07716391980648041
S2,0,15,0.3724065311043351,0.37321934231122333,1.0,2775.3007229789346,0.0,-84.08700842682099,1448114552.4025486,43868256.16590391,9597254.856614832,0.20685872294777272,0.076845030324154
S2,0,16,0.3654905436657093,0.37241209411621096,1.0,2432.932070877159,0.0,-73.4887922787668,1109886224.9319623,33523111.8775735,8476705.105017638,0.20620201520924777,0.07652795910835267
S2,0,17,0.3572899583754716,0.3613849209149679,1.0,2581.001999744074,0.0,-77.72263228220079,1255078674.319138,37785366.792962104,9059797.514093041,0.20552305463727694,0.07621181005550222
S2,0,18,0.3480657430048342,0.3771671682198842,1.0,2717.100460104376,0.0,-81.62806629516048,1402458863.5468426,42124647.768796764,9603515.32721408,0.20482905185667924,0.07589733898639679
S2,0,19,0.3443733690932945,0.3606854897340139,1.0,2485.6159824111323,0.0,-74.47922412017542,1188748460.265369,35611789.443290286,8848544.16730381,0.20415307226476323,0.07558393088562229
S2,0,20,0.3390635672057116,0.3509817074139913,1.0,2265.4136039395926,0.0,-67.67497580994122,1003274119.8715316,29964449.22584235,8121605.210918495,0.2034740665753787,0.07527201771736146
S2,0,21,0.33271482928152435,0.3487330097357432,1.0,2582.7429910804167,0.0,-76.94488412756056,1272441237.2630816,37898443.6890421,9325592.153232588,0.2027971534493369,0.07496133774377724
S2,0,22,0.3269432088180825,0.3426022471586863,1.0,2590.942693115094,0.0,-76.98373954294658,1300216596.2628074,38621828.6330287,9421447.747369532,0.20211576815221463,0.07465195816840041
S2,0,23,0.32620250536777357,0.34352921024958294,1.0,2176.669854036563,0.0,-64.57287918515313,945729605.3872342,28047190.873165794,7963878.861810474,0.20141219164747912,0.0743439793586731
S2,0,24,0.32169555241531794,0.333663472255071,1.0,2154.548699608191,0.0,-63.750160582750816,940140200.8895359,27810013.198728442,7936620.043484225,0.2007210225309733,0.07403712953436431
S2,0,25,0.3137719819722352,0.3367238703568776,1.0,2517.491865550683,0.0,-74.32894283506118,1211789174.6745667,35766759.33116363,9335194.101071578,0.200023863139326,0.07373180687427522
S2,0,26,0.3113704110648897,0.32968710811932883,1.0,2360.6033487094987,0.0,-69.52125005357475,1104726377.1373906,32525095.24474904,8811093.278481137,0.19933108400318136,0.07342748873606678
S2,0,27,0.3067595622009701,0.32674237791697186,1.0,2446.9485567922543,0.0,-71.89826371105015,1165804188.4051883,34246449.63138705,9194792.459622204,0.1986479801975692,0.07312477827072143
S2,0,28,0.30557801738491763,0.3294027298291524,1.0,2065.7211012643456,0.0,-60.5956580475831,862349469.2349001,25291493.402150318,7812100.207941049,0.19795577432531777,0.07282298725645689
S2,0,29,0.3015103247342286,0.32536448947588603,1.0,2321.915769312715,0.0,-67.93162236753672,1089712283.1468673,31869205.73272559,8839154.274378179,0.19726454884640612,0.07252284586429597
S2,0,30,0.2993188240528107,0.33528854393959046,1.0,2129.082825696218,0.0,-62.17009693574213,906446926.761893,26463185.296936728,8155884.960960679,0.19656994513184245,0.07222357609825678
S2,0,31,0.297523766429336,0.32359375111262,1.0,2040.3061219254614,0.0,-59.46067107382656,855070084.097379,24909565.44849099,7869201.352375198,0.1958959633888834,0.07192597389221192
S2,0,32,0.29318943582640755,0.31501834813753765,1.0,2209.1201602533347,0.0,-64.19916404760934,985865935.1158435,28641565.03680204,8578630.542730805,0.19522600307956472,0.07162921702692295
S2,0,33,0.29073331245669615,0.3160014854272207,1.0,2175.5380209837836,0.0,-63.10267501432387,974519071.3454171,28255663.41730668,8500780.954748979,0.19454244579865843,0.07133412063121797
S2,0,34,0.28828753508461846,0.3146963501771291,1.0,2206.6962142201987,0.0,-63.890958002349244,988814034.8859091,28621836.45197892,8676773.16896262,0.19386041355296155,0.0710398678531014
S2,0,35,0.2862077605371122,0.31323813048998517,1.0,2206.4157048745333,0.0,-63.75089613943392,987909542.591978,28532178.991814557,8732271.563127885,0.19317615791716253,0.07074723839759828
S2,0,36,0.2842791046080766,0.3127614529132843,1.0,2099.1023599298924,0.0,-60.53660796361215,906193904.0366395,26126652.272711415,8356379.094279169,0.19247803440182212,0.07045548508800037
S2,0,37,0.2827297588189443,0.31680602256457013,1.0,1943.1110361558476,0.0,-55.96095307934026,796245244.1469969,22924982.110251192,7781271.036544855,0.19179000699075585,0.07016528546810151
S2,0,38,0.2815699927718551,0.3154822572072347,1.0,1870.9552828450276,0.0,-53.78202477139865,750959831.3275099,21577032.949263602,7538797.435230715,0.1911059195223985,0.06987603205075196
S2,0,39,0.28030841307286863,0.3121963441371918,1.0,1731.3419942090347,0.0,-49.68234071193633,633765241.7474706,18181661.591960013,7020453.129692927,0.1904286110082652,0.06958822011947632
S2,0,40,0.2787973920239343,0.30790342354774475,1.0,1791.0132371048094,0.0,-51.30134931803894,690696700.1531115,19778540.614137996,7307308.587811813,0.1897526442636167,0.0693014741085152
S2,0,41,0.2775456292276029,0.3073550944328308,1.0,1687.3024229401183,0.0,-48.210128015149394,619459209.8503122,17694481.73002316,6929431.11823584,0.18909110915414834,0.0690159946680069
S2,0,42,0.2760249436078248,0.3102026933034261,1.0,1898.4776203102226,0.0,-54.18209756152934,790861704.7595841,22562971.04188214,7842443.664978251,0.18841129155704475,0.06873176395893098
S2,0,43,0.27526548677903634,0.3095897948741913,1.0,1771.7144339528204,0.0,-50.456379893756264,690003055.5528829,19643438.98798504,7363969.79573263,0.18774032944760952,0.06844857189610107
S2,0,44,0.2741814183394114,0.3071977480252584,1.0,1934.6695932336588,0.0,-55.027290191104974,831444938.408222,23640574.23657652,8090450.648609813,0.18706224500328894,0.06816684603691102
S2,0,45,0.27363907359264517,0.30749795174598693,1.0,1696.0190044746375,0.0,-48.15656198290453,630377678.2766105,17891781.00583432,7134949.927980912,0.1863898744289968,0.06788593030653858
S2,0,46,0.27276784184243946,0.3062860509554545,1.0,1622.073362856114,0.0,-46.017059234302494,593889572.1401951,16841525.915741332,6862915.866830562,0.18571711722404902,0.06760667860507966
S2,0,47,0.27254377637969124,0.30633261529604594,1.0,1580.392549323204,0.0,-44.7410780928682,565411980.935515,15999369.595581025,6728695.338640798,0.18505558234475153,0.06732803417890558
