epoch,global_step,hs_pos_raw,hs_margin_raw,hs_pos_raw_cf,hs_margin_raw_cf,lphi_real,lphi_cf,lphi_bound_real,vartheta,vartheta_cf
1,44,1.0,38113.38764050217,0.0,-1524.4135772715533,279481353293.8024,11178359992.10662,93457226.95035717,0.20391300706673535,0.08156485557556153
1,45,1.0,37688.00659618727,0.0,-1507.3997033306641,273282979524.09836,10930444341.213339,92415061.69103006,0.203911011227906,0.08156405687332154
1,46,1.0,37060.57411905005,0.0,-1482.3023986721191,264264529484.9528,10569719916.527248,90877472.14744835,0.20390904337195492,0.08156325817108155
1,47,1.0,35705.285790995375,0.0,-1428.0919814356673,245294613575.38187,9810964973.11186,87555005.34807077,0.20390706195496888,0.08156245946884155
1,48,1.0,34754.03380172319,0.0,-1390.043300574243,232403176080.0462,9295337823.90832,85223216.35399033,0.2039050656787006,0.08156166076660157
1,49,1.0,33649.839170924955,0.0,-1345.875693742565,217874155054.93027,8714203683.702274,82516432.42002667,0.20390312668007937,0.08156086206436158
1,50,1.0,34134.55596531785,0.0,-1365.2639675539128,224200499148.8667,8967244093.054188,83705905.4665377,0.2039011461648849,0.08156006336212158
1,51,1.0,32068.687587583263,0.0,-1282.6296691601697,197887506625.1307,7914772690.992985,78640816.16402978,0.20389923652979702,0.0815592646598816
1,52,1.0,31744.52991006979,0.0,-1269.6633650841152,193910932332.74347,7755717021.490151,77846662.55194633,0.20389724249671304,0.0815584659576416
1,53,1.0,33592.54309447087,0.0,-1343.5815809488083,217149381575.95496,8685199394.220037,82379320.90140924,0.2038952458261917,0.08155766725540162
1,54,1.0,32224.94538764903,0.0,-1288.8780242320374,199832259348.79105,7992547853.0416565,79026373.43811737,0.20389327794425025,0.08155686855316163
1,55,1.0,33690.96233898362,0.0,-1347.5174000024344,218432074429.2492,8736498780.798214,82622347.01566748,0.2038912820909521,0.08155606985092163
1,56,1.0,34163.16392278788,0.0,-1366.4043914278805,224602322390.4955,8983290112.333788,83781182.60351588,0.20388928536354906,0.08155527114868165
1,57,1.0,34602.37454946448,0.0,-1383.9725152335895,230419036113.2033,9215946268.121113,84859117.73130539,0.20388728860883024,0.08155447244644165
1,58,1.0,35013.46324771048,0.0,-1400.4152937842507,235931068573.79306,9436410527.060354,85868134.22689494,0.2038853062887577,0.08155367374420167
1,59,1.0,35631.17440760493,0.0,-1425.1227297394464,244333779708.61057,9772499428.965677,87383926.08413734,0.20388333885526777,0.08155287504196168
1,60,1.0,38458.762597542365,0.0,-1538.2229838029489,284657084096.8466,11385339678.677258,94319414.3523299,0.20388135745148364,0.08155207633972168
1,61,1.0,38962.52750019447,0.0,-1558.3730355663909,292169034022.6519,11685800565.467236,95555820.39189368,0.2038793611756279,0.0815512776374817
1,62,1.0,39484.98705253188,0.0,-1579.2698317210336,300062929094.2966,12001532941.194456,96838113.94489385,0.20387736443501994,0.0815504789352417
1,63,1.0,37784.653552847194,0.0,-1511.2582738490426,274781644908.93997,10990336186.110233,92668926.27614142,0.20387538211538836,0.08154968023300171
1,64,1.0,35614.91986956224,0.0,-1424.471201242422,244134540193.6816,9764519339.31376,87348445.35323791,0.20387341468191222,0.08154888153076173
1,65,1.0,34277.15638942529,0.0,-1370.9620637887467,226142868687.9107,9044895582.678574,84068389.17253987,0.20387147658462823,0.08154808282852173
1,66,1.0,34392.36394025396,0.0,-1375.5688697804733,227669867195.9765,9105961844.89162,84351847.25635138,0.20386952496860036,0.08154728412628175
1,67,1.0,32389.918061166474,0.0,-1295.4741108768826,201934142608.0158,8076601036.181651,79441376.04280335,0.20386754405911192,0.08154648542404175
1,68,1.0,30738.983744298628,0.0,-1229.438649636778,181876962506.6891,7274363445.413648,75392944.71566527,0.20386554779870292,0.08154568672180176
1,69,1.0,31108.886093391793,0.0,-1244.2339034052957,186284179968.87347,7450638837.740073,76300960.51155446,0.20386356549407758,0.08154488801956178
1,70,1.0,30431.057299506694,0.0,-1217.123081136212,178258237407.3826,7129631139.122591,74639190.5520456,0.20386158362557047,0.08154408931732178
1,71,1.0,32366.206447988086,0.0,-1294.5255323623637,201654282217.38275,8065406837.48057,79386372.32248789,0.20385958733519216,0.0815432906150818
1,72,1.0,33752.40157762188,0.0,-1349.9706896626435,219301456119.70486,8771243398.742653,82787202.54816325,0.20385760502963024,0.0815424919128418
1,73,1.0,35414.75169228009,0.0,-1416.4613873551361,241439749490.232,9656712842.415728,86865464.45417225,0.20385562316109387,0.08154169321060181
1,74,1.0,37527.189184257746,0.0,-1500.9546167633198,271107037322.92517,10843320590.633707,92047761.25757784,0.20385362687071462,0.08154089450836183
1,75,1.0,39056.77821693939,0.0,-1562.1364430889669,293663426210.99384,11745525441.94893,95800526.69351335,0.2038516301296528,0.08154009580612183
1,76,1.0,39427.6945219016,0.0,-1576.9732031507556,299273500761.10956,11969919584.747807,96711286.96913692,0.20384964781000706,0.08153929710388184
1,77,1.0,42665.351716094694,0.0,-1706.4725387251451,350448504552.83093,14016778331.896679,104653960.5588961,0.20384768037653045,0.08153849840164185
1,78,1.0,41171.555096268814,0.0,-1646.723646346908,326344838667.15515,13052695840.46174,100990796.53089848,0.20384568453724683,0.08153769969940186
1,79,1.0,42595.184016724634,0.0,-1703.6668551587913,349310519440.96765,13971268192.87224,104483876.97351953,0.20384368781028175,0.08153690099716188
1,80,1.0,41391.36861490499,0.0,-1655.5139314517262,329851164242.6758,13192923334.1752,101532154.63343917,0.20384177766857606,0.08153610229492188
1,81,1.0,40230.49904819071,0.0,-1609.0806811715292,311614514137.266,12463500552.111895,98685585.2967745,0.20383981249066008,0.0815353035926819
1,82,1.0,41393.56082676846,0.0,-1655.6015043456923,329898830942.3428,13194828342.899193,101539586.7713784,0.20383783115736265,0.0815345048904419
1,83,1.0,40895.49404984029,0.0,-1635.680595403485,322013986456.77216,12879461159.947054,100318786.42753541,0.20383583488370963,0.08153370618820191
1,84,1.0,42075.29372192404,0.0,-1682.871094822782,340868213762.7275,13633588642.291105,103213902.68529706,0.2038338381431705,0.08153290748596193
1,85,1.0,42178.708835410056,0.0,-1687.0081823592113,342552626767.2113,13700963863.83005,103468608.331706,0.20383184138804117,0.08153210878372193
1,86,1.0,43634.738108955215,0.0,-1745.2442931450757,366617764567.15735,14663490019.956678,107041543.13912882,0.20382988793895562,0.08153131008148194
1,87,1.0,44193.878541937855,0.0,-1767.6076571320918,376080865174.63696,15041981147.334984,108414288.40794578,0.20382790697218411,0.08153051137924194
1,88,1.0,43968.262442968866,0.0,-1758.583181688973,372258123625.66327,14889076081.206385,107861873.53555074,0.20382591070998504,0.08152971267700196
1,89,1.0,45254.96703291389,0.0,-1810.0491063840404,394372430713.94806,15773593176.09772,111019472.92939322,0.20382391396980384,0.08152891397476197
1,90,1.0,44085.46310963351,0.0,-1763.2725401458517,374259952956.5589,14969156580.770563,108151524.277431,0.2038219316501856,0.08152811527252198
1,91,1.0,44200.431715298335,0.0,-1767.8703613905368,376221886445.97534,15047623779.755655,108434632.90173458,0.20381993534571008,0.08152731657028199
1,92,1.0,42822.04866073037,0.0,-1712.738632681217,353129970799.665,14124015731.321962,105054132.74409227,0.20381793860420772,0.08152651786804199
1,93,1.0,42684.06614937987,0.0,-1707.2193941282083,350864368706.58215,14033399210.434818,104716746.68869637,0.20381599959104793,0.08152571916580201
1,94,1.0,41431.03402064072,0.0,-1657.1000965146254,330573372235.69617,13221807034.631184,101643681.60051878,0.2038140046398992,0.08152492046356202
1,95,1.0,41357.08964172265,0.0,-1654.143063736106,329400885436.12317,13174917283.471308,101463269.84611213,0.20381200794068832,0.08152412176132202
1,96,1.0,43107.071485850196,0.0,-1724.1370840454806,357874061734.4127,14313751727.32048,105757638.95046815,0.20381001118685052,0.08152332305908204
1,97,1.0,43584.723596080934,0.0,-1743.2406106904482,365855893803.6887,14632990713.647827,106930587.00759342,0.20380802886680552,0.08152252435684204
1,98,1.0,43445.478906268676,0.0,-1737.670617568916,363529100486.0023,14539921675.006405,106590014.36337835,0.20380603256231664,0.08152172565460206
1,99,1.0,45684.90430785483,0.0,-1827.2407607279642,401979242297.2734,16077802438.309534,112085417.65980853,0.2038040502563138,0.08152092695236207
1,100,1.0,45563.12622756936,0.0,-1822.3695718860577,399846827426.2985,15992507666.345982,111787751.30836333,0.20380205395226372,0.08152012825012207
1,101,1.0,45596.18922190212,0.0,-1823.6923765028077,400435266220.97784,16016046225.016796,111869955.16787562,0.20380005721077468,0.08151932954788209
1,102,1.0,45032.84687687892,0.0,-1801.1560786392033,390608792470.9477,15622982265.35975,110489027.9952174,0.20379811819761529,0.08151853084564209
1,103,1.0,44819.960126140075,0.0,-1792.639365154297,386931560519.0023,15475887543.478664,109967902.42684714,0.20379618098846622,0.0815177321434021
1,104,1.0,45527.115317403215,0.0,-1820.923608358712,399245350258.32336,15968403527.708918,111704042.91682988,0.20379418609369282,0.08151693344116212
1,105,1.0,46108.26477125049,0.0,-1844.1698687605483,409511150983.2803,16379018748.6538,113131034.81524812,0.2037921893962437,0.08151613473892212
1,106,1.0,44570.69437383351,0.0,-1782.6710907473557,382662237240.61,15305142998.807146,109359524.70204724,0.20379019264246093,0.08151533603668214
1,107,1.0,43986.461398622894,0.0,-1759.30355232942,372703427842.0567,14906824550.702013,107927085.40429161,0.20378819588691774,0.08151453733444214
1,108,1.0,44586.32038824242,0.0,-1783.2953632283238,382945493643.3995,15316466598.141184,109400030.90456547,0.20378621356681945,0.08151373863220215
1,109,1.0,43127.693220533045,0.0,-1724.9548165453093,358306601274.2958,14330993425.748085,105822061.13883534,0.2037842172623289,0.08151293992996217
1,110,1.0,42919.94837016344,0.0,-1716.6452908356875,354869876979.00824,14193531914.467627,105313390.15908918,0.203782234956326,0.08151214122772217
1,111,1.0,41072.60019144063,0.0,-1642.7554881323767,324985083975.2214,12998228243.4713,100781569.06313024,0.20378028195877565,0.08151134252548219
1,112,1.0,43030.47968365203,0.0,-1721.06449975205,356713573629.6523,14267259325.817234,105586784.32215436,0.20377830100611463,0.08151054382324219
1,113,1.0,43264.5236684445,0.0,-1730.4242154740548,360611413660.80536,14423148868.368921,106162157.74935484,0.2037763191798564,0.0815097451210022
1,114,1.0,42479.42111608769,0.0,-1699.0212811117121,347649275528.994,13904697571.852175,104236701.98788302,0.20377432289079836,0.08150894641876222
1,115,1.0,41932.329828650516,0.0,-1677.1397533578877,338758550485.772,13549102360.152456,102895349.42881954,0.20377238389177743,0.08150814771652222
1,116,1.0,41542.384076080736,0.0,-1661.5418671464795,332493823918.40564,13298524392.137125,101939482.15259825,0.20377038894107058,0.08150734901428223
1,117,1.0,42735.13787668828,0.0,-1709.2489773347363,351867666741.4591,14073415266.237932,104867404.52456552,0.2037684066773734,0.08150655031204224
1,118,1.0,43421.42125313424,0.0,-1736.6969072790562,363266601711.0745,14529325191.795195,106552556.43281004,0.20376642481014529,0.08150575160980225
1,119,1.0,43263.32527923332,0.0,-1730.3732828884818,360633015056.076,14423991094.084103,106165697.78910732,0.20376445739080676,0.08150495290756227
1,120,1.0,42832.26650651272,0.0,-1713.133184442633,353489403463.6456,14138275338.736055,105108930.63777801,0.20376246155196495,0.08150415420532227
1,121,1.0,42275.38416961301,0.0,-1690.858762025561,344364050746.43604,13773285991.669739,103743395.07266638,0.20376047926051358,0.08150335550308228
1,122,1.0,41602.29895231473,0.0,-1663.9383529109596,333492371861.46515,13338460829.529896,102092660.56126057,0.20375849739241814,0.08150255680084229
1,123,1.0,40752.1124031607,0.0,-1629.9323796355122,320007333508.17957,12799098785.719498,100007290.1716806,0.20375651553755258,0.0815017580986023
1,124,1.0,41839.24812493789,0.0,-1673.4133903032284,337314929897.79517,13491334316.138681,102676241.39318278,0.2037545481186004,0.08150095939636232
1,125,1.0,39304.69471771134,0.0,-1572.0402826269526,297690712310.429,11906511385.856487,96457240.02277985,0.20375258115077047,0.08150016069412232
1,126,1.0,40476.27490739736,0.0,-1618.9013080348227,315708247920.2806,12627163205.285769,99333377.15362562,0.2037505853260383,0.08149936199188233
1,127,1.0,42171.6297104024,0.0,-1686.711985390839,342715675270.3995,13707380602.226997,103495008.40838024,0.20374860303502784,0.08149856328964233
1,128,1.0,41930.99460692694,0.0,-1677.0853829604878,338822188322.7697,13551641489.8891,102905509.57830594,0.2037466211669462,0.08149776458740235
1,129,1.0,41241.60242744225,0.0,-1649.5107334452111,327778961649.8751,13109937827.78435,101214642.78349322,0.2037446393120811,0.08149696588516236
1,130,1.0,42784.013842638895,0.0,-1711.197653591098,352760888503.8761,14109090464.220808,105001294.35350676,0.20374274407062842,0.08149616718292237
1,131,1.0,42682.589980242454,0.0,-1707.1411052062347,351097277059.36304,14042551035.008923,104753401.83636428,0.20374075048734555,0.08149536848068238
1,132,1.0,43812.25398581721,0.0,-1752.3239895466345,369935059732.1659,14795998273.95711,107526931.5798776,0.20373875383088047,0.08149456977844238
1,133,1.0,43048.82561397591,0.0,-1721.788428475077,357162073468.7644,14285118939.689219,105654338.31803136,0.20373677151387837,0.0814937710762024
1,134,1.0,44000.319517686476,0.0,-1759.8444639130907,373131908274.29193,14923849043.24158,107990756.89467083,0.2037348329514842,0.08149297237396241
1,135,1.0,44237.58081901868,0.0,-1769.3345996895916,377174169217.7294,15085529176.884315,108574153.85242605,0.20373283801442194,0.08149217367172241
1,136,1.0,42912.72262369621,0.0,-1716.3445054461602,354927517835.3278,14195742078.3817,105323587.2635662,0.20373088462215097,0.08149137496948243
1,137,1.0,42140.97337802547,0.0,-1685.4768777477843,342282850622.2825,13689998989.57325,103430463.12315616,0.20372890365715493,0.08149057626724243
1,138,1.0,42082.107655266555,0.0,-1683.1216908208908,341333857671.6282,13652036002.390387,103287025.32390417,0.20372692183051122,0.08148977756500245
1,139,1.0,41738.84725558002,0.0,-1669.3904246192194,335794550603.4538,13430469010.454042,102445563.11230463,0.20372493997694105,0.08148897886276246
1,140,1.0,42575.80514991813,0.0,-1702.8649548355093,349403107235.14185,13974752063.472008,104500905.66489501,0.2037229581225294,0.08148818016052246
1,141,1.0,42469.90049976877,0.0,-1698.6307503434139,347673715233.7758,13905597594.112913,104242015.97529086,0.2037209907035914,0.08148738145828248
1,142,1.0,41939.004425784195,0.0,-1677.39622962263,339042510847.1766,13560377262.010338,102939938.54176345,0.20371899486476208,0.08148658275604248
1,143,1.0,44820.92395287079,0.0,-1792.6643466818907,387246803781.50726,15488380081.443768,110014757.37122479,0.2037169981378112,0.0814857840538025
1,144,1.0,45874.405963484394,0.0,-1834.8026093338235,405672515964.42194,16225366990.098162,112601690.61148253,0.2037150158186064,0.08148498535156251
1,145,1.0,45630.37687914246,0.0,-1825.0440537566885,401375911450.4503,16053533325.558653,112003794.62049352,0.20371301951414378,0.08148418664932251
1,146,1.0,44398.51476100497,0.0,-1775.7727720224161,380004494570.79535,15198744558.003962,108981136.3337645,0.20371102277264186,0.08148338794708253
1,147,1.0,44296.20125403253,0.0,-1771.680510486405,378262483708.91205,15129068483.122276,108731084.39169349,0.20370904045298235,0.08148258924484253
1,148,1.0,42319.52560250396,0.0,-1692.6194907833913,345263056593.2758,13809203802.659252,103880157.58399552,0.20370710189050514,0.08148179054260254
1,149,1.0,43364.023476646275,0.0,-1734.3927344297367,362523366864.88983,14499528717.462923,106445139.58346695,0.20370510695344024,0.08148099184036256
1,150,1.0,41210.55392841233,0.0,-1648.2616603122895,327417655308.1047,13095430908.085052,101160092.44506925,0.20370315356116922,0.08148019313812256
1,151,1.0,41991.241026279116,0.0,-1679.4841903608774,339946658264.03357,13596527011.072216,103077546.64666735,0.2037011870316731,0.08147939443588258
1,152,1.0,43900.743813441266,0.0,-1755.8562132354557,371574028935.33765,14861493113.02422,107765970.49794462,0.20369919122063884,0.08147859573364258
1,153,1.0,42626.58129188864,0.0,-1704.896001995267,350325207689.06274,14011632119.189651,104639190.03820881,0.20369719449455656,0.0814777970314026
1,154,1.0,44295.72374999604,0.0,-1771.657357703068,378305157870.19946,15130740453.544062,108737674.07854998,0.20369521217537892,0.08147699832916261
1,155,1.0,46033.442687492054,0.0,-1841.1603388760566,408576782060.8267,16341495664.102936,113004642.77441168,0.20369324474191697,0.08147619962692261
1,156,1.0,46035.99134147487,0.0,-1841.2617964586907,408629932035.67316,16343618509.8164,113012036.52163471,0.2036912633381337,0.08147540092468263
1,157,1.0,44860.2479234375,0.0,-1794.2345188078787,388031284546.72626,15519734728.986181,110126913.77408378,0.20368931036877772,0.08147460222244263
1,158,1.0,44198.388315669035,0.0,-1767.7658337054997,376673418137.079,15065492440.493427,108503133.51531003,0.20368731498149786,0.08147380352020264
1,159,1.0,45607.360057291975,0.0,-1824.1152047923254,401079269331.53174,16041594811.039211,111963196.18349679,0.20368531826865788,0.08147300481796266
1,160,1.0,44218.93604708988,0.0,-1768.586252240953,377038385671.6656,15080075925.707893,108555756.43748145,0.20368333594989407,0.08147220611572266
1,161,1.0,44080.213275168535,0.0,-1763.041095350104,374683890923.8885,14985932682.65313,108216220.21112196,0.20368133964544521,0.08147140741348267
1,162,1.0,44654.44223666302,0.0,-1786.0089914382424,384516978945.5061,15379226451.120535,109627014.94430225,0.20367934290394374,0.08147060871124268
1,163,1.0,46372.11500029001,0.0,-1854.7070857244892,414675287473.78735,16585421284.873814,113845109.98506288,0.20367736058428423,0.08146981000900269
1,164,1.0,43960.48116524054,0.0,-1758.2518459010519,372673057468.8037,14905502235.479088,107925475.47144322,0.2036753642798074,0.0814690113067627
1,165,1.0,43617.15329827371,0.0,-1744.5217927959432,366881956172.2422,14673896005.861559,107083621.03760737,0.203673367538305,0.08146821260452271
1,166,1.0,41612.5566189519,0.0,-1664.3440155957692,333940593552.2541,13356354512.796772,102163152.81897958,0.2036713707831456,0.08146741390228272
1,167,1.0,43355.36900027946,0.0,-1734.0466017049268,362505229291.11694,14498801911.64111,106443071.81067805,0.2036693884630593,0.08146661520004272
1,168,1.0,43411.92497612482,0.0,-1736.3075721492287,363458320575.6266,14536916639.039085,106583078.07787016,0.20366744990056873,0.08146581649780274
1,169,1.0,45216.459399981686,0.0,-1808.4790902437787,394310099557.3763,15770839916.888874,111014639.57302067,0.20366545496350344,0.08146501779556276
1,170,1.0,44381.90656743392,0.0,-1775.1015319132653,379896374326.25824,15194358017.038109,108966740.9790797,0.20366347270023258,0.08146421909332276
1,171,1.0,44029.71068110533,0.0,-1761.015916714686,373898233900.2963,14954465409.075773,108103093.67374235,0.2036614908330178,0.08146342039108277
1,172,1.0,44015.6086117932,0.0,-1760.4513430525478,373665901143.68,14945166759.556278,108069591.6182641,0.20365952341367966,0.08146262168884277
1,173,1.0,43945.74752662413,0.0,-1757.6577739946601,372487933145.492,14898059493.166904,107899135.05650462,0.20365754201033778,0.08146182298660279
1,174,1.0,44796.72766680559,0.0,-1791.6918126571834,387061001648.338,15480908952.959267,109989645.98284802,0.20365554573449587,0.0814610242843628
1,175,1.0,43332.764865310426,0.0,-1733.13775296853,362182734817.20905,14485864656.066492,106396335.24197453,0.20365362117138786,0.0814602255821228
1,176,1.0,44352.05055274433,0.0,-1773.9029880697187,379428836650.50415,15175621985.307125,108900207.96181351,0.20365166997830297,0.08145942687988282
1,177,1.0,44132.15967975687,0.0,-1765.1094909022963,375683284799.8903,15025826154.52544,108361339.38398878,0.2036496746465316,0.08145862817764282
1,178,1.0,43657.30134963967,0.0,-1746.1149808561013,367649216780.5885,14704478142.755894,107196470.71554545,0.20364769237092617,0.08145782947540284
1,179,1.0,44362.870752152565,0.0,-1774.3321692697796,379636034410.006,15183877005.29117,108930064.53209755,0.20364571050332594,0.08145703077316285
1,180,1.0,43417.68726424707,0.0,-1736.5283713743154,363638693509.2135,14544046971.89771,106610267.47181062,0.20364371421297595,0.08145623207092285
1,181,1.0,42531.831287503075,0.0,-1701.097300846138,348958259607.33386,13956886439.525953,104436100.5074242,0.20364171747191506,0.08145543336868287
1,182,1.0,41149.35531399945,0.0,-1645.8042532432214,326647989132.9338,13064570698.317184,101042436.87172174,0.20363973515226932,0.08145463466644287
1,183,1.0,43419.53919877229,0.0,-1736.6030775067034,363691052481.27686,14546146460.487953,106617962.86529206,0.2036377388477929,0.08145383596420289
1,184,1.0,43086.74984934214,0.0,-1723.2943419569808,358144512498.9568,14324320395.764397,105801808.57260011,0.20363574210629054,0.0814530372619629
1,185,1.0,42904.49992709829,0.0,-1716.0043960606233,355127867712.55896,14203661353.061039,105355377.63899085,0.20363377422213094,0.0814522385597229
1,186,1.0,43667.113932467066,0.0,-1746.5083164799282,367871884245.37634,14713389912.5863,107229075.82595545,0.20363177836876348,0.08145143985748292
1,187,1.0,44222.40606038089,0.0,-1768.7158874139927,377294720499.7096,15090249637.333279,108593745.3204783,0.20362978164135825,0.08145064115524292
1,188,1.0,43588.12985086325,0.0,-1743.3466687660575,366556413885.75146,14660756447.874063,107037290.90850641,0.2036278137576392,0.08144984245300294
1,189,1.0,42030.55603545438,0.0,-1681.0488454187607,340834187103.98,13631962805.43923,103213453.21262047,0.2036258323397854,0.08144904375076295
1,190,1.0,43072.943225945484,0.0,-1722.7354305395736,357956349508.03687,14316739445.406008,105774360.82774334,0.2036238504989899,0.08144824504852295
1,191,1.0,43310.00025619958,0.0,-1732.2173917730604,361914475698.22955,14475051258.904446,106357536.61717734,0.20362185420947757,0.08144744634628297
