run_id,seed,epoch,train_loss,val_loss,n_blocks,flip_to_splus_frac,infeasible_frac,n_sminus,n_sminus_infeasible,n_splus
BBLOCK,2,1,0.649363366957064,0.43194716644287107,10.0,0.0,0.5398104265402844,0.0,0.0,10.0
BBLOCK,2,2,0.39614524741526,0.41118863272666933,10.0,0.0,0.5087677725118483,0.0,0.0,10.0
BBLOCK,2,3,0.3917104863369906,0.3946995374361674,10.0,0.0,0.509952606635071,0.0,0.0,10.0
BBLOCK,2,4,0.41112363424124543,0.4023413874308268,10.0,0.0,0.5080568720379147,0.0,0.0,10.0
BBLOCK,2,5,0.441233772110056,0.43692178996404013,10.0,0.0,0.5180094786729857,0.0,0.0,10.0
BBLOCK,2,6,0.48455475003631027,0.4767445758978526,10.0,0.0,0.5284360189573459,0.0,0.0,10.0
BBLOCK,2,7,0.4986455236364294,0.4699116179943085,10.0,0.0,0.5293838862559241,0.0,0.0,10.0
BBLOCK,2,8,0.4630975105056056,0.4865419975121816,10.0,0.0,0.5137440758293839,0.0,0.0,10.0
BBLOCK,2,9,0.461865042536347,0.44952800798416137,10.0,0.0,0.5125592417061612,0.0,0.0,10.0
BBLOCK,2,10,0.47012964875609786,0.5488448510169983,10.0,0.0,0.5218009478672986,0.0,0.0,10.0
BBLOCK,2,11,0.49229852543936836,0.4579665945370992,10.0,0.0,0.5298578199052133,0.0,0.0,10.0
BBLOCK,2,12,0.4756246996808935,0.47179602511723834,10.0,0.0,0.5272511848341233,0.0,0.0,10.0
BBLOCK,2,13,0.4789027836411088,0.5073481611410777,10.0,0.0,0.5258293838862559,0.0,0.0,10.0
BBLOCK,2,14,0.47106030236350166,0.46619734875361124,10.0,0.0,0.518957345971564,0.0,0.0,10.0
BBLOCK,2,15,0.46829248379777977,0.4372902847131093,10.0,0.0,0.519431279620853,0.0,0.0,10.0
BBLOCK,2,16,18769237.387343585,38915698.965333335,10.0,0.0,0.8194312796208532,0.0,0.0,10.0
BBLOCK,2,17,35267630.06814815,64941640.704,10.0,0.0,1.0,0.0,0.0,10.0
BBLOCK,2,18,50556770.625185184,50926512.87466667,10.0,0.0,1.0,0.0,0.0,10.0
BBLOCK,2,19,49066709.504,112324526.72,10.0,0.0,1.0,0.0,0.0,10.0
BBLOCK,2,20,90982531.86844444,85189491.008,10.0,0.0,1.0,0.0,0.0,10.0
BBLOCK,2,21,82430199.98103704,82362464.61866666,10.0,0.0,1.0,0.0,0.0,10.0
BBLOCK,2,22,78861829.97096296,78279083.008,10.0,0.0,0.9744075829383886,0.0,0.0,10.0
BBLOCK,2,23,70300191.05896296,66955912.68266667,10.0,0.0,0.9907582938388626,0.0,0.0,10.0
BBLOCK,2,24,64262574.55407407,64024228.053333335,10.0,0.0,0.9964454976303317,0.0,0.0,10.0
BBLOCK,2,25,61978067.371851854,62131523.776,10.0,0.0,0.9938388625592417,0.0,0.0,10.0
BBLOCK,2,26,59273872.129185185,49444200.597333334,10.0,0.0,0.9860189573459717,0.0,0.0,10.0
BBLOCK,2,27,47584793.40681481,47526464.416,10.0,0.0,1.0,0.0,0.0,10.0
BBLOCK,2,28,46145275.58992592,46286057.52533333,10.0,0.0,0.9981042654028436,0.0,0.0,10.0
BBLOCK,2,29,45043989.61066667,45261074.63466667,10.0,0.0,0.9912322274881517,0.0,0.0,10.0
BBLOCK,2,30,44112647.61125926,44376109.29066667,10.0,0.0,0.9902843601895734,0.0,0.0,10.0
BBLOCK,2,31,43119116.47525926,43300896.917333335,10.0,0.0,0.9879146919431279,0.0,0.0,10.0
BBLOCK,2,32,42261147.144296296,42537996.277333334,10.0,0.0,0.9874407582938388,0.0,0.0,10.0
BBLOCK,2,33,41572542.87407407,41881046.93333333,10.0,0.0,0.9827014218009479,0.0,0.0,10.0
BBLOCK,2,34,41205014.90488889,41464137.90933333,10.0,0.0,0.9921800947867299,0.0,0.0,10.0
BBLOCK,2,35,40505007.96562963,40854162.464,10.0,0.0,0.9886255924170616,0.0,0.0,10.0
BBLOCK,2,36,39950714.13333333,40331933.216,10.0,0.0,0.9838862559241706,0.0,0.0,10.0
BBLOCK,2,37,39465396.762666665,39867337.877333336,10.0,0.0,0.9853080568720379,0.0,0.0,10.0
BBLOCK,2,38,38798665.020444445,38981992.30933333,10.0,0.0,0.9881516587677726,0.0,0.0,10.0
BBLOCK,2,39,38128493.22074074,38494763.488,10.0,0.0,0.9843601895734596,0.0,0.0,10.0
BBLOCK,2,40,37479421.68059259,37816229.664,10.0,0.0,0.9962085308056872,0.0,0.0,10.0
BBLOCK,2,41,37052455.328,37454467.413333334,10.0,0.0,0.9957345971563981,0.0,0.0,10.0
BBLOCK,2,42,36620237.526518516,36893043.456,10.0,0.0,0.9957345971563981,0.0,0.0,10.0
BBLOCK,2,43,36152297.25511111,36559170.03733333,10.0,0.0,0.9917061611374408,0.0,0.0,10.0
BBLOCK,2,44,35630848.85451852,35940104.29866666,10.0,0.0,0.9950236966824644,0.0,0.0,10.0
BBLOCK,2,45,35260315.48325926,35656274.03733333,10.0,0.0,0.9895734597156398,0.0,0.0,10.0
BBLOCK,2,46,35000635.041185185,35411247.46666667,10.0,0.0,0.9919431279620854,0.0,0.0,10.0
BBLOCK,2,47,34771570.62281481,35192349.184,10.0,0.0,0.9876777251184834,0.0,0.0,10.0
BBLOCK,2,48,34564156.869333334,34991892.544,10.0,0.0,0.9883886255924171,0.0,0.0,10.0
BBLOCK,2,49,34374185.361185186,34807487.904,10.0,0.0,0.9888625592417062,0.0,0.0,10.0
BBLOCK,2,50,34198860.53096297,34636503.072,10.0,0.0,0.9893364928909952,0.0,0.0,10.0
BBLOCK,2,51,34036273.75881481,34477724.917333335,10.0,0.0,0.9867298578199052,0.0,0.0,10.0
BBLOCK,2,52,33885130.87051852,34329779.264,10.0,0.0,0.9914691943127961,0.0,0.0,10.0
BBLOCK,2,53,33744096.342518516,34191764.75733333,10.0,0.0,0.9848341232227489,0.0,0.0,10.0
BBLOCK,2,54,33370835.184592593,32625736.981333334,10.0,0.0,0.9895734597156398,0.0,0.0,10.0
BBLOCK,2,55,31973256.064592592,32331192.426666666,10.0,0.0,0.999526066350711,0.0,0.0,10.0
BBLOCK,2,56,31761969.46962963,32162894.549333334,10.0,0.0,0.9954976303317536,0.0,0.0,10.0
BBLOCK,2,57,31829508.26962963,32233742.325333335,10.0,0.0,0.9957345971563981,0.0,0.0,10.0
BBLOCK,2,58,31687172.104296297,32074136.608,10.0,0.0,0.9912322274881517,0.0,0.0,10.0
BBLOCK,2,59,31542716.59437037,31946720.394666668,10.0,0.0,0.9879146919431279,0.0,0.0,10.0
BBLOCK,2,60,31423870.89362963,31837376.117333334,10.0,0.0,0.990521327014218,0.0,0.0,10.0
BBLOCK,2,61,31319813.098074075,31740091.701333333,10.0,0.0,0.9909952606635071,0.0,0.0,10.0
BBLOCK,2,62,31041707.713185184,31299063.968,10.0,0.0,0.9926540284360189,0.0,0.0,10.0
BBLOCK,2,63,30760321.07674074,31157245.6,10.0,0.0,0.9936018957345972,0.0,0.0,10.0
BBLOCK,2,64,30641089.250370372,31054185.856,10.0,0.0,0.9926540284360189,0.0,0.0,10.0
BBLOCK,2,65,30546846.532740742,30968256.202666666,10.0,0.0,0.9950236966824644,0.0,0.0,10.0
BBLOCK,2,66,30059440.697481483,28209591.328,10.0,0.0,0.9919431279620854,0.0,0.0,10.0
BBLOCK,2,67,27109723.83762963,27187450.976,10.0,0.0,1.0,0.0,0.0,10.0
BBLOCK,2,68,26555328.67259259,26835232.128,10.0,0.0,0.999526066350711,0.0,0.0,10.0
BBLOCK,2,69,26282124.159407407,26615115.477333333,10.0,0.0,0.99739336492891,0.0,0.0,10.0
BBLOCK,2,70,26096165.235555556,26454539.733333334,10.0,0.0,0.9962085308056872,0.0,0.0,10.0
BBLOCK,2,71,25955107.685333334,26329001.632,10.0,0.0,0.9978672985781991,0.0,0.0,10.0
BBLOCK,2,72,25842321.04474074,26226518.949333332,10.0,0.0,0.99739336492891,0.0,0.0,10.0
