run_id,seed,epoch,train_loss,val_loss,hs_pos_real,hs_margin_real,hs_pos_cf,hs_margin_cf,lphi_real,lphi_cf,lphi_bound_real,vartheta,vartheta_cf
R1,0,13,0.3580745096648181,0.35492646288871765,0.0,-166.75658164289376,1.0,38582691.113053285,597369401.808865,138217411415051.97,33841.39894929327,0.03954183547741927,4.8102362436714685
R1,0,14,0.35589866784766866,0.37757293883959453,0.0,-167.50390290683603,1.0,38752301.35275111,603729827.9741538,139677202828356.86,34137.444061488255,0.03938197373382507,4.791261897309931
R1,0,15,0.35315691876411437,0.3624106916586558,0.0,-165.27827057783213,1.0,38243471.23169618,592670436.004725,137139971265155.92,33824.406774647796,0.03922252892888194,4.772478717415245
R1,0,16,0.3470855708475466,0.404154406785965,0.0,-173.8984718568393,1.0,40245024.91884877,657612742.1402485,152194378798083.16,35734.94815078123,0.03906399328862468,4.753689545495722
R1,0,17,0.35506934562435855,0.38726501146952313,0.0,-157.07521688945536,1.0,36352245.16270692,547372197.9664127,126685373290494.05,32416.191558217324,0.038905918686573324,4.7350972719914255
R1,0,18,0.35022255686477377,0.3855644543170929,0.0,-161.71254316352167,1.0,37433949.03087339,585255204.9024274,135481641295991.03,33514.05131919284,0.03874868313151021,4.716613203128667
R1,0,19,0.34964444293799224,0.341625839471817,0.0,-161.40758518770812,1.0,37361374.5474405,582979748.8152939,134949124732734.86,33592.78477495752,0.038591978995245316,4.6979993090573124
R1,0,20,0.3439320715268453,0.36249324774742125,0.0,-161.88286164202165,1.0,37472898.292504825,590017534.6829598,136583903597537.4,33834.22043527164,0.03843602240085602,4.6794381010021695
R1,0,21,0.35123958544377926,0.3787870790958405,0.0,-152.97920889451888,1.0,35419075.19104565,530062939.50074846,122727821170960.86,32112.359228552636,0.03828068231952942,4.6615490853768815
R1,0,22,0.34676404875296135,0.3382872769832611,0.0,-160.75295540542126,1.0,37232600.19704752,593246774.614214,137407918746255.12,33880.49127383113,0.03812599252455103,4.643763375716059
R1,0,23,0.353752904759513,0.3594573061466217,0.0,-150.06699015544643,1.0,34767468.818047814,520760566.02684844,120655192881758.34,31761.89552483506,0.03797200302923879,4.626046970444158
R1,0,24,0.3500397863211455,0.36072474058469134,0.0,-149.15330572038417,1.0,34567654.68238694,519315714.83343935,120360199758940.52,31704.359679093137,0.03781857810547336,4.608498113445267
R1,0,25,0.34669802847614994,0.36255380924542746,0.0,-154.31699011309436,1.0,35778255.82845165,562704641.5864477,130469905962800.95,32937.69804383992,0.03766591669090333,4.5910369928991335
R1,0,26,0.34483426998279715,0.3310837496916453,0.0,-147.52727856423755,1.0,34219862.48232473,513221665.768912,119049683998713.45,31620.75780454098,0.03751375760585964,4.573728994081918
R1,0,27,0.3421818655640991,0.4013371034463247,0.0,-156.6355351515425,1.0,36336853.22000849,592634138.3562475,137489632835933.44,33718.55023753222,0.03736240229298991,4.556341079927173
R1,0,28,0.3404825184610155,0.3272439594268799,0.0,-146.5530403837366,1.0,34013091.309147745,515451939.0319577,119636098201698.06,31679.801885965422,0.03721150676741224,4.539001092560461
R1,0,29,0.3411528417004479,0.408690286397934,0.0,-146.55920644055143,1.0,34015371.51884805,523700054.6707321,121554905438223.45,31821.22034664639,0.03706143599364065,4.521638898599133
R1,0,30,0.339403755735468,0.3697587842146556,0.0,-145.3231576786679,1.0,33746203.18497688,514338377.01112884,119441575450901.08,31674.71665166203,0.0369118010910366,4.50435265979787
R1,0,31,0.3412271961900923,0.34539084378878276,0.0,-146.94546309866962,1.0,34125693.1963933,536717521.2556669,124654033115389.98,32171.53886015765,0.03676299991146211,4.4872845241987545
R1,0,32,0.33514580705430774,0.34822809481620787,0.0,-144.72170222543627,1.0,33631461.48902437,520986931.29591745,121075946008155.39,31813.339450931417,0.03661462145968879,4.470355255742915
R1,0,33,0.3339919989462252,0.35174536490440367,0.0,-141.3589784810837,1.0,32863585.413608715,506020269.14127433,117648589797191.0,31204.25801312504,0.0364670731848286,4.45371013451169
R1,0,34,0.3348533286871733,0.3474282694657644,0.0,-138.1605645448816,1.0,32133209.593182307,480275792.56040066,111712222354517.44,30631.902927909738,0.03631994677891961,4.437296845782239
R1,0,35,0.3287582755662777,0.3464309001763662,0.0,-141.8338678552894,1.0,33008889.53239544,510631223.33696145,118844858071624.52,31568.510562193413,0.03617363197188224,4.420615775824052
R1,0,36,0.33075054816846494,0.3508572069009145,0.0,-139.7983838723611,1.0,32536701.814731583,504120409.5699657,117338901227781.66,31259.189645805585,0.036027755304105374,4.403962344978715
R1,0,37,0.32348761776641566,0.329823805252711,0.0,-140.3591882458121,1.0,32694175.77029554,511682783.7091542,119199489205238.88,31500.586489080953,0.03588265541099733,4.387391733087741
R1,0,38,0.3268336319835098,0.33479344328244526,0.0,-133.92727693657886,1.0,31198587.060790934,469267012.0405768,109324033153272.19,30191.77439513144,0.03573802869481212,4.370674750334208
R1,0,39,0.32448668900242555,0.3280138643582662,0.0,-132.5958350677214,1.0,30894272.022586513,463868522.910252,108089920584512.86,30023.95668128782,0.03559412264054822,4.354087344690014
R1,0,40,0.3236936367617713,0.33789454714457196,0.0,-126.56264756086249,1.0,29506159.74036409,423476345.02878255,98732164927276.3,28769.821731360524,0.03545074963484696,4.337691593156042
R1,0,41,0.3179906681643592,0.344153591076533,0.0,-134.1922858417008,1.0,31297323.71564197,478262484.59450626,111552989986476.47,30626.23833928515,0.03530800981867721,4.321169119365226
R1,0,42,0.32127221304398995,0.3357810488541921,0.0,-125.28005906373745,1.0,29224915.731685977,421228643.235537,98270849392568.0,28714.116105072386,0.035165894464139015,4.304606245604556
R1,0,43,0.3224300692699574,0.3248205026785533,0.0,-124.1192697813977,1.0,28954436.500751913,420804005.47262686,98174694030849.31,28572.673393677305,0.035024298345479536,4.2881047798322856
R1,0,44,0.3121264161445476,0.3492169554233551,0.0,-124.77893372319903,1.0,29126839.670667972,426917166.9007313,99665435720371.3,28834.645822957635,0.03488343540699251,4.271679339372284
R1,0,45,0.3054879554068601,0.395624458471934,0.0,-131.7535796381529,1.0,30771468.583003975,479265782.7530108,111946241630504.47,30563.625838910186,0.03474297746526893,4.255322377729534
R1,0,46,0.3125244959990183,0.33344154024124145,0.0,-122.29516110695958,1.0,28550143.353156347,421117749.558809,98328492348285.1,28507.33730056287,0.03460335159494031,4.238952686028308
R1,0,47,0.30932179354738304,0.3728176678816477,0.0,-115.225251572777,1.0,26910551.732281882,370539781.2006411,86546279453628.78,26968.620087585543,0.03446402931807335,4.222717792642528
R1,0,48,0.30506989988574273,0.30598975602785744,0.0,-118.34352993672988,1.0,27639646.96979363,393740408.4580425,91971389544794.97,27822.44281290848,0.03432561620589225,4.206621869061787
R1,0,49,0.30513233600722417,0.3183370711008708,0.0,-111.70807992495719,1.0,26106561.382007923,356480141.4194475,83318778589578.45,26362.86317458257,0.03418743928499028,4.190474112412972
R1,0,50,0.299135595480601,0.3361514468193054,0.0,-115.63117701004127,1.0,27025452.03765583,385384363.61762184,90085898761481.62,27402.99888517782,0.034050205397990446,4.174315212685416
R1,0,51,0.2989396056422481,0.3096021385192871,0.0,-112.74245562355313,1.0,26355461.242343854,367650805.8948209,85959486253225.08,26835.945601510528,0.033913194371642176,4.158457240247459
R1,0,52,0.2953923721931599,0.3185107007821401,0.0,-112.37935629768548,1.0,26294268.08862441,368549194.71894264,86244159064235.23,26843.070589770505,0.033777095329376956,4.142660579124743
R1,0,53,0.29120285706166865,0.33508514523506167,0.0,-111.117248951587,1.0,25995363.76147732,363434876.26916033,85030267650865.4,26663.050329540984,0.03364128248783601,4.12687247058231
R1,0,54,0.2900258079104953,0.3092984004020691,0.0,-106.20518525910026,1.0,24857606.92436206,332890353.1225283,77924366717438.11,25589.09671507108,0.033506259177961656,4.1111508988388
R1,0,55,0.28705648898636854,0.3041621063550313,0.0,-105.1004684047652,1.0,24605578.22324577,331108878.2591468,77527306220896.16,25425.480780888367,0.03337168977145225,4.095466050918554
R1,0,56,0.2829814661034831,0.2976158125400543,0.0,-106.7465789089112,1.0,25009967.020937413,342698770.93991226,80301609555564.4,25923.082089924123,0.03323767540301963,4.080093087719961
R1,0,57,0.2799065222828476,0.31898782658576963,0.0,-100.63809583287502,1.0,23583050.51868062,304976578.9546927,71472547771691.3,24548.97422252976,0.03310436135338199,4.064886445130808
R1,0,58,0.2822242025710918,0.3338519123395284,0.0,-95.93882760590641,1.0,22494203.123645175,282791895.75582564,66317014172711.26,23497.707172454753,0.03297136416336287,4.049663019054613
R1,0,59,0.27728815457997497,0.32978235046068827,0.0,-95.78457674102643,1.0,22466082.010693908,282105703.3609925,66177695586660.73,23559.10946609155,0.032839256188561844,4.034545580981415
R1,0,60,0.27289090778209546,0.30772586484750114,0.0,-96.27103282459196,1.0,22591544.093712974,286684626.33955646,67286199713257.484,23775.83761849668,0.03270733154635428,4.019541703071666
R1,0,61,0.27151105645409335,0.29267958680788675,0.0,-88.58181327848804,1.0,20796453.928447347,245475188.45534483,57637419007862.17,21968.896580092758,0.03257634745490167,4.004510129585099
R1,0,62,0.2708520271645652,0.2890293978850047,0.0,-90.07765700477239,1.0,21154749.115872853,257334069.6451136,60445594355291.96,22436.31144706659,0.03244557113248888,3.9897161325258845
R1,0,63,0.26504902307192485,0.30154980675379434,0.0,-88.38433096549021,1.0,20768597.379333198,248686751.84859252,58444962098487.484,22102.672873558127,0.032315608330311316,3.9747697845564813
R1,0,64,0.26190116189144275,0.3055290539264679,0.0,-86.44116999168853,1.0,20327693.164083023,240683939.27114287,56607806358414.17,21698.304674546704,0.032186069555820956,3.9598782964660986
R1,0,65,0.2560508697871809,0.29351353367169697,0.0,-87.55340653380522,1.0,20607251.88479936,248802072.57855907,58565422963738.08,22057.909011464068,0.032057018028350315,3.9451187929033713
R1,0,66,0.25608045346648606,0.3021924021244049,0.0,-81.31887076187815,1.0,19141904.330440335,217143737.1321562,51124841640686.58,20581.917092029318,0.0319287278959828,3.930376030051953
R1,0,67,0.25050155527061885,0.29401287190119424,0.0,-79.68406840224384,1.0,18774754.468576957,209272909.71622983,49314010311513.414,20241.395807489607,0.031800644226155195,3.9156949061779
R1,0,68,0.2457997210820516,0.2906294004122416,0.0,-79.70406109764417,1.0,18779778.78735175,212093822.3419758,49979692134750.57,20338.18744904827,0.03167349922080194,3.901070678307812
R1,0,69,0.24392608648759348,0.2900049225886663,0.0,-74.40253960711985,1.0,17544622.40860733,184401154.35755602,43489802312542.875,19056.338990966527,0.03154650530380648,3.8863754735175977
R1,0,70,0.24016499457977436,0.2916238845189412,0.0,-73.19676793333633,1.0,17264958.991138242,179741844.42303562,42400960776926.06,18827.802569819123,0.03142035372795597,3.871745798585526
R1,0,71,0.23284388593832653,0.28416107535362245,0.0,-72.84100029788526,1.0,17192749.116237827,179701905.10849425,42420235125451.66,18807.294138555313,0.0312945879274799,3.8572193697318924
R1,0,72,0.2298071352817394,0.29173319164911904,0.0,-69.37460791936648,1.0,16382387.150107563,163981353.57638854,38730345331106.05,17986.37385155878,0.031169278402116047,3.8427545037148167
R1,0,73,0.22689839169714185,0.27791989608605705,0.0,-67.42236674101066,1.0,15926819.233426632,156793799.06560206,37044635677593.055,17552.672098236955,0.031044756452883446,3.828209617987421
R1,0,74,0.2241060146269975,0.272312449892362,0.0,-62.228750861771985,1.0,14708885.459186407,134301613.3655222,31749301254260.074,16265.051291463289,0.030920381847012634,3.8137754752136264
R1,0,75,0.2176911083592309,0.2671560405890147,0.0,-63.5825217130174,1.0,15038015.401040504,140764378.10542414,33299421480561.098,16681.859605329046,0.030796948555977113,3.7994206112744373
R1,0,76,0.21296358482484465,0.2769568640788396,0.0,-61.62605434494144,1.0,14579175.466646543,134357302.37327105,31791546680412.97,16237.457675916408,0.030673699409000214,3.7850128380297043
R1,0,77,0.2109641282161077,0.26751533468564354,0.0,-55.79365606899615,1.0,13210263.745377699,109794914.76738694,25998990412404.652,14756.463155194557,0.030551134434438524,3.7707490898262694
R1,0,78,0.2085765793500123,0.26819997910658516,0.0,-51.677444958519175,1.0,12232961.028691208,96135986.01925404,22762395082309.453,13733.518921423023,0.03042914160797673,3.75654700626564
R1,0,79,0.2024703509984193,0.2669763263463974,0.0,-51.76735636821249,1.0,12266063.345102174,97208126.87032105,23036791096055.387,13804.716413629912,0.030307379232388305,3.742330076103209
R1,0,80,0.19635277288931388,0.26477662483851117,0.0,-52.344193728683265,1.0,12410634.067152925,100127684.52017057,23742713793325.47,14010.890143116785,0.03018654613725601,3.728171541661982
R1,0,81,0.19189179502593146,0.27265874830881753,0.0,-48.18437615535091,1.0,11426236.281832818,85233961.76871306,20216014095632.215,12955.045037040643,0.030065823455391653,3.714101925139289
R1,0,82,0.18937837958777393,0.24900358672936757,0.0,-43.925895846454935,1.0,10422722.972836325,71750841.32162869,17028821259176.742,11856.337932890221,0.029945881857026006,3.7000494026554684
R1,0,83,0.1838620434337192,0.2568533332745234,0.0,-43.29831967229999,1.0,10275278.064975923,71170692.51588564,16895136866764.68,11736.912867688223,0.029826404346573736,3.6860179035894585
R1,0,84,0.1766165319327955,0.2517467493613561,0.0,-42.11474573057818,1.0,10001014.59865569,66368691.68994949,15762840187509.477,11459.437242165879,0.029707192840650588,3.6719777381597134
R1,0,85,0.17085377207950309,0.24609174120426178,0.0,-39.93141295786151,1.0,9484986.697633013,60292210.72625045,14322751810752.08,10911.19661896731,0.0295888961322846,3.658047521765944
R1,0,86,0.16630207155368945,0.25772058582305907,0.0,-38.364552544754225,1.0,9121409.429048698,56544086.99813719,13446306207162.307,10519.056978076429,0.02947068714304382,3.644045416473398
R1,0,87,0.16120764161922313,0.26085958031813306,0.0,-34.98226235763762,1.0,8311887.266408225,47140787.62341437,11203510765536.824,9641.79185197214,0.029353250563144685,3.6301035154600942
R1,0,88,0.15883884853345376,0.2512526433865229,0.0,-31.41903789967356,1.0,7469398.677713146,38656395.90575559,9192574638035.273,8694.326145038678,0.029236288368701936,3.6162227409708607
R1,0,89,0.15109497727729657,0.25150467769304913,0.0,-32.68014972603387,1.0,7774337.401835902,42150588.639642276,10029231084075.188,9074.817676641316,0.02911954416907399,3.6023216308976225
R1,0,90,0.14544124475231876,0.24269310907522837,0.0,-33.34697339489507,1.0,7937486.684073055,44265029.7988905,10538806905279.977,9293.796922084997,0.029003733300393627,3.588533358077929
R1,0,91,0.1407708644160518,0.2508715718984604,0.0,-30.24177958932141,1.0,7199957.751923178,36826901.02889303,8770019034830.027,8464.140269229561,0.028888028910901514,3.5747262057602205
R1,0,92,0.13614184161027273,0.24295826204617818,0.0,-28.895827107542544,1.0,6880902.6009510765,33809621.60790796,8053475212516.451,8121.741229270123,0.028772972331893062,3.56093746582951
R1,0,93,0.13192841858775528,0.2417673267920812,0.0,-28.753110045717705,1.0,6845781.244840023,33577523.0049091,7996455140997.1,8117.389592659883,0.028658525453459836,3.5472550954613435
R1,0,94,0.12834274905257756,0.2412892068227132,0.0,-27.456716069743564,1.0,6538177.567841731,31005487.010723956,7385100348876.66,7784.386493839691,0.028544187292457144,3.5335468406409416
R1,0,95,0.12410204356467282,0.24222548961639404,0.0,-28.057706959647696,1.0,6684774.718338121,32543491.618204564,7755300606804.411,7983.882483450643,0.028430783460217136,3.519922034433707
R1,0,96,0.12117855220812339,0.24137289353211722,0.0,-26.380388622202776,1.0,6286389.006771517,28612241.075902116,6819126308822.795,7537.887516400181,0.02831759423978867,3.5063432780152928
R1,0,97,0.11873827491203943,0.23770362949371338,0.0,-27.060123320474325,1.0,6447840.280247538,30949538.784964778,7376666913136.998,7765.19130592729,0.02820479298149884,3.492758570636746
R1,0,98,0.11687605881028705,0.23919466725985208,0.0,-24.802299198227445,1.0,5910201.034253232,26404716.043945797,6293441644615.478,7148.959219917726,0.02809283247878475,3.479271772636048
R1,0,99,0.11540897397641782,0.23906316395600638,0.0,-29.405289160960614,1.0,7012232.722616201,36347112.85137639,8668821750098.179,8500.271798292204,0.02798091101024777,3.4657636064451225
R1,0,100,0.11469673593618251,0.23805492834250133,0.0,-26.27681144677295,1.0,6261665.796761683,29854639.41566107,7115983219217.677,7634.749188782849,0.027869757529227965,3.452297359618129
