run_id,seed,epoch,train_loss,val_loss,hs_pos_raw,hs_margin_raw
BDIAG,1,1,0.7513209537665049,0.47557709987958274,0.0,-980549046621.4218
BDIAG,1,2,0.4312132133907742,0.38528218229611716,0.0,-921996306053.4597
BDIAG,1,3,0.3873884248027095,0.41373350246747337,0.0,-922178945324.891
BDIAG,1,4,0.373371731404905,0.4229856911500295,0.0,-967982779115.3744
BDIAG,1,5,0.381348251219149,0.37847520343462626,0.0,-977244273135.0142
BDIAG,1,6,0.3806541507597323,0.4119507916768392,0.0,-993570542674.5023
BDIAG,1,7,0.3796586587605653,0.4129407413005829,0.0,-999618151331.7915
BDIAG,1,8,0.36320838310983444,0.3821862541039785,0.0,-999999995904.0
BDIAG,1,9,0.36439949266115823,0.3456125640074412,0.0,-999999995904.0
BDIAG,1,10,0.35727373879927177,0.36721633275349935,0.0,-999999995904.0
BDIAG,1,11,0.35455908553688614,0.38845566964149475,0.0,-999999995904.0
BDIAG,1,12,0.3537135991961868,0.3517542477448781,0.0,-999999995904.0
BDIAG,1,13,0.3468666847546895,0.3560430988470713,0.0,-999999995904.0
BDIAG,1,14,0.3543035163172969,0.36266746282577517,0.0,-999999995904.0
BDIAG,1,15,0.3501643197271559,0.39949268992741904,0.0,-999999995904.0
BDIAG,1,16,0.34647691382302176,0.3510597259203593,0.0,-999999995904.0
BDIAG,1,17,0.3483022289805942,0.36490351184209185,0.0,-999464834518.7488
BDIAG,1,18,0.34894244015658343,0.3809928408463796,0.0,-999999995904.0
BDIAG,1,19,0.3514312185711331,0.3562101135253906,0.0,-999999995904.0
BDIAG,1,20,0.34720156399408975,0.3803183110555013,0.0,-999999995904.0
BDIAG,1,21,0.3438672348393334,0.35911021947860716,0.0,-999724431311.4692
BDIAG,1,22,0.34898371091595404,0.4042232352892558,0.0,-999999995904.0
BDIAG,1,23,0.3449717370669047,0.3468566211859385,0.0,-999999995904.0
BDIAG,1,24,0.33896097323188074,0.3488844516277313,0.0,-999999995904.0
BDIAG,1,25,0.33790080924387333,0.3869434076150258,0.0,-999646643030.1422
BDIAG,1,26,0.3419871122395551,0.33547769792874654,0.0,-999999995904.0
BDIAG,1,27,0.3403849840782307,0.35315388385454816,0.0,-999999995904.0
BDIAG,1,28,0.3369232878420088,0.3435353548526764,0.0,-999999995904.0
BDIAG,1,29,0.3383940547925455,0.33759091957410176,0.0,-999999995904.0
BDIAG,1,30,0.33258504042802034,0.3797036952972412,0.0,-999272284936.4929
BDIAG,1,31,0.33707318772210015,0.3736173744996389,0.0,-999999995904.0
BDIAG,1,32,0.3338901582647253,0.32035558541615805,0.0,-999999995904.0
BDIAG,1,33,0.331487155146069,0.3710679999192556,0.0,-999999995904.0
BDIAG,1,34,0.3296375064496641,0.3293878016471863,0.0,-997572382972.3602
BDIAG,1,35,0.32610744447619827,0.3268041055202484,0.0,-998291058202.6919
BDIAG,1,36,0.3255263270801968,0.3685685843626658,0.0,-999999995904.0
BDIAG,1,37,0.31969282090222395,0.3584818908373515,0.0,-999126574181.9147
BDIAG,1,38,0.3283614973536244,0.3412690834999084,0.0,-999039134715.147
BDIAG,1,39,0.3214042503745468,0.3258080445130666,0.0,-999097378825.7062
BDIAG,1,40,0.32265463086410806,0.3423203669389089,0.0,-998948476995.9431
BDIAG,1,41,0.31100928942362466,0.328820028146108,0.0,-999099618541.8009
BDIAG,1,42,0.31526575788745176,0.3449537386894226,0.0,-996836321134.4076
BDIAG,1,43,0.30916106793615555,0.3372284619808197,0.0,-999999995904.0
BDIAG,1,44,0.3068580255066907,0.3574652850627899,0.0,-999662061849.4786
BDIAG,1,45,0.3058900801870558,0.35585795481999716,0.0,-999507396889.4786
BDIAG,1,46,0.30710931730270385,0.30487662299474083,0.0,-999576273983.0901
BDIAG,1,47,0.3060575287430375,0.3422339319388072,0.0,-999999995904.0
BDIAG,1,48,0.30102041582708006,0.3231321660677592,0.0,-999915364701.4218
BDIAG,1,49,0.2994331194559733,0.33567820994059244,0.0,-999596296318.18
BDIAG,1,50,0.2986345719849622,0.3329272869427999,0.0,-998512146538.7678
BDIAG,1,51,0.298037911635858,0.31023575393358865,0.0,-997479491904.3033
BDIAG,1,52,0.28824451187363376,0.34283740480740865,0.0,-997301457381.3081
BDIAG,1,53,0.291941763498165,0.3390258507728577,0.0,-997581307205.1564
BDIAG,1,54,0.2849896089942367,0.33962689677874247,0.0,-999999995904.0
BDIAG,1,55,0.28420827382582203,0.3637848607699076,0.0,-997668046818.8815
