run_id,seed,epoch,train_loss,val_loss
S5,0,1,2.30255727174547,2.302655019760132
S5,0,2,2.3025363170482493,2.302762894312541
S5,0,3,2.302659538692898,2.3031362209320068
S5,0,4,2.302742194422969,2.302719758351644
S5,0,5,2.302755309140241,2.302937452316284
S5,0,6,2.3028073937451397,2.302734069188436
S5,0,7,2.3027724351529724,2.3028900178273517
S5,0,8,2.3026778091148095,2.3025361296335856
S5,0,9,2.30268402700071,2.3029473514556886
S5,0,10,2.3025470703266286,2.303230942408244
S5,0,11,2.3026186572887277,2.302505683263143
S5,0,12,2.3025374909860115,2.302053647994995
S5,0,13,2.302412850062052,2.3035091559092202
S5,0,14,2.3024160141415067,2.3027281920115152
S5,0,15,2.3023659460279675,2.302329758326213
S5,0,16,2.3023627974192302,2.3029794057210284
S5,0,17,2.3023648818687157,2.302238828659058
S5,0,18,2.302359719806247,2.3024567648569745
S5,0,19,2.3023021391409415,2.3022197469075523
S5,0,20,2.302282274952641,2.3024080403645835
S5,0,21,2.302274329997875,2.3020503940582278
S5,0,22,2.302216107191863,2.302278157552083
S5,0,23,2.302149638988354,2.3018852882385255
S5,0,24,2.3020978375894052,2.3020978933970135
S5,0,25,2.302080285743431,2.3022638034820555
S5,0,26,2.301979277222245,2.3018683166503906
S5,0,27,2.302048302685773,2.302092368443807
S5,0,28,2.3019696571208814,2.302419979095459
S5,0,29,2.301946783701579,2.3020441493988035
S5,0,30,2.3019000481499567,2.3021078701019286
S5,0,31,2.3018556949474194,2.301696154912313
S5,0,32,2.3018245401735657,2.3019426237742104
S5,0,33,2.301756584096838,2.301881785710653
S5,0,34,2.301678114219948,2.3019096444447835
S5,0,35,2.301665392345852,2.301833016077677
S5,0,36,2.301627002786707,2.3017248446146645
S5,0,37,2.3016115523444283,2.301758808771769
S5,0,38,2.301573108461168,2.3017936903635663
S5,0,39,2.301532792126691,2.301656298955282
S5,0,40,2.3015142900678844,2.3016692250569664
S5,0,41,2.301474446473298,2.301611928939819
S5,0,42,2.301460017804746,2.3016319618225096
S5,0,43,2.3014455483754475,2.301619063059489
S5,0,44,2.30143013381958,2.30160365486145
S5,0,45,2.301416741406476,2.301581195831299
S5,0,46,2.301409800776729,2.30160559908549
S5,0,47,2.301402201546563,2.301596352895101
S5,0,48,2.3013987034691703,2.3015887705485025
S5,0,49,2.3013934211730955,2.301587352116903
S5,0,50,2.301391612653379,2.3015870507558187
