run_id,seed,epoch,train_loss,val_loss,n_blocks,flip_to_splus_frac,infeasible_frac,n_sminus,n_sminus_infeasible,n_splus
BBLOCK,1,1,0.645648746446327,0.4157468391259511,10.0,0.0,0.5507109004739337,0.0,0.0,10.0
BBLOCK,1,2,0.4030715769926707,0.4060566624800364,10.0,0.0,0.5101895734597157,0.0,0.0,10.0
BBLOCK,1,3,0.41126171278953555,0.41600816742579144,10.0,0.0,0.5123222748815166,0.0,0.0,10.0
BBLOCK,1,4,0.4251400136771025,0.44620248850186667,10.0,0.0,0.5104265402843602,0.0,0.0,10.0
BBLOCK,1,5,0.44524828916125825,0.43876133767763775,10.0,0.0,0.509952606635071,0.0,0.0,10.0
BBLOCK,1,6,0.5029556147963913,0.4379958342711131,10.0,0.0,0.5317535545023697,0.0,0.0,10.0
BBLOCK,1,7,0.4698197738859389,0.4912038927872976,10.0,0.0,0.5196682464454977,0.0,0.0,10.0
BBLOCK,1,8,0.45988152816560535,0.40804885506629945,10.0,0.0,0.5158767772511849,0.0,0.0,10.0
BBLOCK,1,9,0.47171284446892914,0.4420104737281799,10.0,0.0,0.521090047393365,0.0,0.0,10.0
BBLOCK,1,10,0.4697258479506881,0.42987833833694455,10.0,0.0,0.524170616113744,0.0,0.0,10.0
BBLOCK,1,11,0.46553452213605245,0.5945241377353668,10.0,0.0,0.523222748815166,0.0,0.0,10.0
BBLOCK,1,12,0.47126218795776365,0.4755405260721842,10.0,0.0,0.526303317535545,0.0,0.0,10.0
BBLOCK,1,13,0.4620683261288537,0.45924344142278034,10.0,0.0,0.5123222748815166,0.0,0.0,10.0
BBLOCK,1,14,0.47091561275058325,0.5405573948224386,10.0,0.0,0.526303317535545,0.0,0.0,10.0
BBLOCK,1,15,0.4834403775709647,0.517475627263387,10.0,0.0,0.5350710900473934,0.0,0.0,10.0
BBLOCK,1,16,0.4727273575641491,0.4491184825897217,10.0,0.0,0.5281990521327015,0.0,0.0,10.0
BBLOCK,1,17,0.4797867028360014,0.4550226200421651,10.0,0.0,0.5227488151658768,0.0,0.0,10.0
BBLOCK,1,18,0.4692406256287186,0.5210751762390137,10.0,0.0,0.5270142180094787,0.0,0.0,10.0
BBLOCK,1,19,0.5548880334077058,0.4473316845099131,10.0,0.0,0.5727488151658767,0.0,0.0,10.0
BBLOCK,1,20,0.48274542280479715,0.4462339975833893,10.0,0.0,0.5225118483412322,0.0,0.0,10.0
BBLOCK,1,21,0.48009598775263185,0.46732768368721006,10.0,0.0,0.523222748815166,0.0,0.0,10.0
BBLOCK,1,22,0.4766686763675125,0.4501259882450104,10.0,0.0,0.5281990521327015,0.0,0.0,10.0
BBLOCK,1,23,0.4683099265098572,0.47168538387616477,10.0,0.0,0.5239336492890995,0.0,0.0,10.0
BBLOCK,1,24,0.4652226874475126,0.43417393175760904,10.0,0.0,0.523222748815166,0.0,0.0,10.0
BBLOCK,1,25,0.4786366879940033,0.4817381132443746,10.0,0.0,0.535781990521327,0.0,0.0,10.0
BBLOCK,1,26,0.48242135448809026,0.5255861405531566,10.0,0.0,0.5383886255924171,0.0,0.0,10.0
BBLOCK,1,27,0.46426626144515143,0.5567721571922303,10.0,0.0,0.5289099526066351,0.0,0.0,10.0
BBLOCK,1,28,0.4620687957869636,0.45054919560750323,10.0,0.0,0.533649289099526,0.0,0.0,10.0
BBLOCK,1,29,0.46577080899697765,0.45980972901980083,10.0,0.0,0.5343601895734598,0.0,0.0,10.0
BBLOCK,1,30,0.45187274916083725,0.4379617569446564,10.0,0.0,0.5255924170616114,0.0,0.0,10.0
BBLOCK,1,31,0.4660155775811937,0.46874766421318054,10.0,0.0,0.5338862559241706,0.0,0.0,10.0
BBLOCK,1,32,0.4637967816370505,0.4360779062906901,10.0,0.0,0.5417061611374407,0.0,0.0,10.0
BBLOCK,1,33,0.4527778818254118,0.5122502085367838,10.0,0.0,0.5312796208530806,0.0,0.0,10.0
BBLOCK,1,34,0.4467089755623429,0.42823936716715494,10.0,0.0,0.5315165876777251,0.0,0.0,10.0
BBLOCK,1,35,0.4662655830383301,0.4259809345404307,10.0,0.0,0.5502369668246445,0.0,0.0,10.0
BBLOCK,1,36,0.4495090816109269,0.4589593998591105,10.0,0.0,0.5322274881516588,0.0,0.0,10.0
BBLOCK,1,37,0.4498352115948995,0.4386475652853648,10.0,0.0,0.5393364928909953,0.0,0.0,10.0
BBLOCK,1,38,0.44260043991053544,0.48762200816472373,10.0,0.0,0.5395734597156397,0.0,0.0,10.0
BBLOCK,1,39,0.4424089981538278,0.40015553053220115,10.0,0.0,0.5360189573459715,0.0,0.0,10.0
BBLOCK,1,40,0.4452911341720157,0.43653484280904137,10.0,0.0,0.5509478672985783,0.0,0.0,10.0
BBLOCK,1,41,0.43308968789489183,0.43466603342692056,10.0,0.0,0.5293838862559241,0.0,0.0,10.0
BBLOCK,1,42,0.43048315537417375,0.42467057243982953,10.0,0.0,0.5315165876777251,0.0,0.0,10.0
BBLOCK,1,43,0.4280467897079609,0.4005676437218984,10.0,0.0,0.5436018957345972,0.0,0.0,10.0
BBLOCK,1,44,0.42760028303994074,0.4332643798987071,10.0,0.0,0.5381516587677725,0.0,0.0,10.0
BBLOCK,1,45,0.4136758654029281,0.41478766735394795,10.0,0.0,0.5253554502369668,0.0,0.0,10.0
BBLOCK,1,46,0.425772045718299,0.4694211084842682,10.0,0.0,0.5421800947867298,0.0,0.0,10.0
BBLOCK,1,47,0.4180212652153439,0.41998237744967143,10.0,0.0,0.5376777251184834,0.0,0.0,10.0
BBLOCK,1,48,0.4135397084907249,0.40962514901161196,10.0,0.0,0.5322274881516588,0.0,0.0,10.0
BBLOCK,1,49,0.4109309113820394,0.44290581822395325,10.0,0.0,0.533649289099526,0.0,0.0,10.0
BBLOCK,1,50,0.4095414658475805,0.4230641074180603,10.0,0.0,0.5367298578199052,0.0,0.0,10.0
BBLOCK,1,51,0.40721346587604945,0.3902974027792613,10.0,0.0,0.5343601895734598,0.0,0.0,10.0
