run_id,seed,epoch,train_loss,val_loss,hs_pos_raw,hs_margin_raw,hs_pos_raw_cf,hs_margin_raw_cf,lphi_real,lphi_cf,lphi_bound_real,vartheta,vartheta_cf
S3,0,1,2.2992060229689986,2.289422825495402,1.0,32720.14968302415,0.0,-1598.7361186860978,256054076508.04858,12510688708.160234,65784706.41621908,0.1938816365255131,0.08143107295036317
S3,0,2,2.129304441769918,1.4400255737304688,1.0,7700.994697509764,0.0,-376.14214998287883,27866863817.836407,1361298788.9435737,15533062.5282558,0.1930921622156847,0.08109423319027889
S3,0,3,0.9538225310996726,0.7865068686803182,1.0,963.5461049958839,0.0,-46.63605929050331,258199161.04614007,12491451.590623863,1972504.7354693422,0.19270394373560734,0.08075926005840302
S3,0,4,0.7293905319990935,0.6634969758987427,1.0,1234.608777051879,0.0,-58.40478807526519,463484143.78814125,21916332.293412905,2606860.261514121,0.19317234302924963,0.08042522459798515
S3,0,5,0.6272272609781336,0.5655609544118245,1.0,1545.6403923169732,0.0,-72.2376697365048,671777783.1149992,31392842.838465463,3320312.873291146,0.19302683508134316,0.08009303212165833
S3,0,6,0.5535988818451211,0.5245449456373851,1.0,2231.807466137951,0.0,-103.76287257107799,1414857768.2293158,65759537.069637835,4839906.663176828,0.19248120902119467,0.07976189291025225
S3,0,7,0.5131816048445526,0.5001431755224863,1.0,1794.2432411887785,0.0,-83.13474067568704,939571499.3084885,43535435.21235279,3920554.0239761937,0.19186032407644082,0.07943235466265566
S3,0,8,0.4763508229697192,0.45884371654192607,1.0,1893.5497316953633,0.0,-87.3140738958383,1004693353.4798095,46317762.32884358,4175922.9826691714,0.19128992409699688,0.07910418510437012
S3,0,9,0.4474006796589604,0.4324106039206187,1.0,1923.423439527434,0.0,-88.31878705417341,1031448606.9284315,47361638.34583178,4275564.675326677,0.190685257469891,0.07877725059104757
S3,0,10,0.4249595127105713,0.43503810063997905,1.0,1914.550420566232,0.0,-87.6165430885271,1000887863.3876765,45800963.26884288,4289560.8403653605,0.19006551210096054,0.07845199406147003
S3,0,11,0.40728861337237887,0.41049378824234006,1.0,1842.2933085425832,0.0,-84.01821208776204,945148447.430057,43099093.59292663,4158019.8192568445,0.18941981459259302,0.0781276979576355
S3,0,12,0.39149121187351366,0.39046346076329547,1.0,1911.0968286824816,0.0,-86.87967930711858,1021183009.3931893,46412370.824264005,4346012.702992642,0.18879374179867725,0.07780525088310242
S3,0,13,0.37697088642473575,0.3781359839439392,1.0,1988.379787085928,0.0,-90.13808961309316,1116887892.3755033,50628033.742665626,4553677.898322405,0.18815228044763932,0.07748364320298508
S3,0,14,0.3648829026840351,0.3847760861714681,1.0,2099.250931477186,0.0,-94.87304120485328,1222509165.5276735,55239616.90607822,4841936.056431358,0.18750769901438044,0.07716391980648041
S3,0,15,0.35485884668208934,0.36152340928713483,1.0,2099.6661906047007,0.0,-94.66377753309678,1212224350.1696203,54645762.98639269,4876516.777131569,0.18686872417128267,0.076845030324154
S3,0,16,0.3478712698177055,0.35835974939664206,1.0,1924.8017102764138,0.0,-86.54673567492296,1013122933.5730408,45552175.9369829,4502477.430638743,0.18623862051120393,0.07652795910835267
S3,0,17,0.3406643638301779,0.34825714580218,1.0,1999.9162512597554,0.0,-89.65957338821642,1123370893.092624,50349611.76591096,4711612.250482762,0.18559951546373285,0.07621181005550222
S3,0,18,0.3319956226966999,0.36455980165799456,1.0,2054.7123438033495,0.0,-91.91296681633114,1189217273.0661633,53185490.09780997,4873620.077753477,0.18495531679151048,0.07589733898639679
S3,0,19,0.3283013190958235,0.3488401472568512,1.0,1913.356705183155,0.0,-85.36299274251735,1028904546.3132064,45894476.455473706,4570159.991363313,0.1843188666465335,0.07558393088562229
S3,0,20,0.3233157161871592,0.33796798380215964,1.0,1751.6315010185776,0.0,-77.94309022430545,893852089.4384327,39764096.53204416,4212037.929185302,0.18367749719820228,0.07527201771736146
S3,0,21,0.31688059453169504,0.3379522716999054,1.0,1970.1121205420184,0.0,-87.44683212123381,1096687961.7190177,48667842.74938672,4769806.7704142425,0.18303968624219039,0.07496133774377724
S3,0,22,0.3111600010306747,0.3365271379152934,1.0,1980.3844143244266,0.0,-87.68709118384285,1120336305.9093397,49591796.63031968,4826917.034509834,0.1823949582581299,0.07465195816840041
S3,0,23,0.3109562011471501,0.33804920689264933,1.0,1652.777092933595,0.0,-73.09040302629558,804701859.0679708,35575339.7431466,4052191.133666261,0.1817356782653476,0.0743439793586731
S3,0,24,0.3064948881069819,0.32429674665133157,1.0,1640.7335579255584,0.0,-72.39048369642974,798124457.1538028,35206565.20523773,4048885.6903917263,0.18108812263357416,0.07403712953436431
S3,0,25,0.29888419153072215,0.327987459897995,1.0,1867.9402948408547,0.0,-82.25199659233907,989882220.4207081,43577386.25651499,4638514.175581358,0.18043272943553412,0.07373180687427522
