run_id,seed,epoch,train_loss,val_loss,hs_pos_real,hs_margin_real,hs_pos_cf,hs_margin_cf,lphi_real,lphi_cf,lphi_bound_real,vartheta,vartheta_cf
R1,1,1,0.7458469995039481,0.4885683044592539,0.0,-69.0065502863682,1.0,15918768.969352562,118982661.04554944,27433180020778.375,13318.80917250013,0.04151555094721062,5.03691696758153
R1,1,2,0.42850808344063934,0.438269562959671,0.0,-105.38173727263153,1.0,24353283.170527328,222500716.2080751,51419195407666.57,20420.557452324992,0.0413471310592759,5.022029487772346
R1,1,3,0.3907727626429664,0.4164003706773122,0.0,-123.67758451837369,1.0,28611656.868992615,306368947.9124526,70875783638242.97,24067.960898251058,0.04117964443660552,5.00532472347951
R1,1,4,0.3712028595606486,0.3734129518667857,0.0,-145.93301692445132,1.0,33800283.52309123,424199059.8277285,98250845667049.67,28513.724188183893,0.04101262664580602,4.988274348365204
R1,1,5,0.3713571259269008,0.4018617249329885,0.0,-159.78775401016125,1.0,37039798.42812999,518407375.53965795,120169795980935.67,31349.61570851744,0.04084653037209665,4.970562014487678
R1,1,6,0.3748633466826545,0.3742715352376302,0.0,-161.97850604170816,1.0,37576100.63664498,530644523.65623504,123099690786766.14,31914.380134873525,0.04068096068598344,4.952657536290017
R1,1,7,0.3625328769330625,0.368968436161677,0.0,-172.54641166920942,1.0,40052821.58366508,607121899.824504,140930185357223.66,34138.27894885248,0.04051619154350459,4.934406094702172
R1,1,8,0.35997369100429394,0.3734996432463328,0.0,-169.17700467594418,1.0,39290904.59257476,587851446.2775006,136530111083056.86,33617.95259791165,0.0403521066711795,4.916237439559133
R1,1,9,0.3596254483682138,0.36036167160669963,0.0,-168.111405221151,1.0,39069798.89073714,583497601.9859593,135609321882087.0,33544.3807490787,0.04018863939425033,4.898089451084279
R1,1,10,0.36663285173310173,0.37852165071169536,0.0,-161.56635863259453,1.0,37564329.08199288,558376016.7692099,129828145325060.56,32380.504216478355,0.040026011053592936,4.87991334355284
R1,1,11,0.3572964382083328,0.41230073952674867,0.0,-162.038257406972,1.0,37699012.9376476,550816529.0349438,128153052798503.92,32604.392272682122,0.03986386296546095,4.861731660632214
R1,1,12,0.3593099311281134,0.36325150283177693,0.0,-163.9934156464893,1.0,38166486.30633578,575910814.9929599,134033834495820.33,33137.5476858147,0.0397026393682726,4.843270235532073
R1,1,13,0.3515139504362036,0.35788370807965597,0.0,-170.25164976475435,1.0,39636336.68736418,616359718.132508,143497960656051.56,34547.23190246424,0.03954183547741927,4.825049660913978
R1,1,14,0.35227108010539304,0.3743608899116516,0.0,-165.5357698894453,1.0,38554430.04895459,588822498.4033824,137144634198425.23,33732.09954527006,0.03938197373382507,4.806886203878149
R1,1,15,0.3492924362376884,0.3692064211368561,0.0,-165.30031683011714,1.0,38517820.790416114,587401241.3498597,136878120862148.03,33827.275123055166,0.03922252892888194,4.788799519018906
R1,1,16,0.3468630515027929,0.38102806782722476,0.0,-163.01486745849607,1.0,38000449.24018345,577137799.7781683,134542083536717.72,33496.61636567999,0.03906399328862468,4.770627568433309
R1,1,17,0.3387654547426436,0.37373465474446615,0.0,-174.16283577809193,1.0,40615414.02631188,670401531.8055277,156345807876215.4,35935.34604112118,0.038905918686573324,4.752418508187325
R1,1,18,0.3488486166441882,0.33165033094088237,0.0,-158.74472426000847,1.0,37028783.96617479,557753034.999298,130106890667493.6,32897.75284311723,0.03874868313151021,4.73450128966501
R1,1,19,0.34452305471897127,0.4114674127896627,0.0,-162.11362339893287,1.0,37831774.4526031,591228086.5551925,137979467197294.03,33737.762363607726,0.038591978995245316,4.716576336434451
R1,1,20,0.3426039914643323,0.3358615862528483,0.0,-159.46304860363986,1.0,37230132.07660366,573632781.1855512,133931820293589.94,33320.20834303104,0.03843602240085602,4.698766603921341
R1,1,21,0.347944044581166,0.388548433303833,0.0,-154.54047027848543,1.0,36080102.43609254,546029619.3603374,127484368453422.94,32438.841187650047,0.03828068231952942,4.680796428184661
R1,1,22,0.3472570251447183,0.4140478518009186,0.0,-150.29292616150818,1.0,35106625.76602653,514603434.4903813,120211817351975.36,31674.65995698932,0.03812599252455103,4.662917540997699
R1,1,23,0.3437726146909926,0.39963687403996784,0.0,-153.65299544675577,1.0,35902962.064105235,544965349.0219817,127342068126618.4,32515.891457981434,0.03797200302923879,4.644990424170508
R1,1,24,0.348410068238223,0.3378620413939158,0.0,-147.36110494190646,1.0,34432975.12245929,506866993.8581475,118443840634640.86,31326.084756190587,0.03781857810547336,4.627271612335804
R1,1,25,0.34342929516898263,0.3743309725125631,0.0,-147.04960334938443,1.0,34369513.4020067,510299526.1225085,119275759927290.6,31391.340205359575,0.03766591669090333,4.609432104489683
R1,1,26,0.33860973108256304,0.36891279578208924,0.0,-152.73139598750564,1.0,35707884.101650804,550806061.249944,128780444159921.33,32736.657957391268,0.03751375760585964,4.591732868541946
R1,1,27,0.3421161887380812,0.3888936258951823,0.0,-145.3660268873637,1.0,34001363.54123237,508478821.9828291,118941158761200.25,31285.46817955463,0.03736240229298991,4.574119586154368
R1,1,28,0.33640348430916117,0.3687961580753326,0.0,-148.6963437841391,1.0,34787697.52251544,531410375.8658121,124329812586305.7,32133.567677710802,0.03721150676741224,4.5565209424785245
